Date,Opponent,##,Player Name,TOT-FG,3-PT,FT,OF,DE,TOT,PF,TP,A,TO,BLK,S,MIN
03/06/2022,Granholm,40,Amare Ulmer,0-5,0-2,2-2,1,1,2,1,2,1,1,0,1,12
03/06/2022,Granholm,11,Wendell Ulmer,1-6,0-4,2-2,2,4,6,1,4,2,0,1,0,18
03/06/2022,Granholm,04,Oisin Tolliver,0-1,0-0,0-0,1,1,2,1,0,2,1,1,0,6
03/06/2022,Granholm,50,Lachlan Ulmer,2-2,0-1,0-2,2,3,5,2,4,0,3,1,0,17
03/06/2022,Granholm,10,Tavian Zeller,3-7,0-0,0-0,0,1,1,2,6,2,1,1,1,13
03/06/2022,Granholm,,TEAM,,,,0,0,0,,,,1,,,
03/06/2022,Granholm,,Totals,23-67,6-23,12-22,15,33,48,23,64,19,20,11,9,200
03/10/2022,Thornbury,00,Kwame Janowski,5-13,1-3,4-4,0,1,1,3,15,5,2,0,3,26
03/10/2022,Thornbury,02,Hollis Redfern,3-11,2-6,1-1,0,1,1,3,9,6,3,2,3,29
03/10/2022,Thornbury,32,Gideon Abara,0-2,0-2,1-3,2,2,4,0,1,5,3,2,1,23
03/10/2022,Thornbury,15,Oisin Ulmer,1-4,0-0,0-0,3,3,6,2,2,3,0,0,2,23
03/10/2022,Thornbury,14,Nikola Janowski,1-8,1-4,2-4,0,5,5,1,5,1,2,0,2,19
03/10/2022,Thornbury,23,Emeka Lomax,1-4,1-3,1-1,2,4,6,3,4,1,3,0,0,18
03/10/2022,Thornbury,34,Jarrell Nkemelu,2-4,1-1,2-2,0,2,2,1,7,2,0,1,0,10
03/10/2022,Thornbury,40,Amare Ulmer,2-7,0-0,0-0,1,1,2,3,4,3,2,0,1,15
03/10/2022,Thornbury,11,Wendell Ulmer,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0+
03/10/2022,Thornbury,04,Oisin Tolliver,1-2,1-2,0-1,0,1,1,1,3,1,1,1,0,10
03/10/2022,Thornbury,50,Lachlan Ulmer,5-6,3-3,1-1,1,5,6,3,14,0,3,2,1,19
03/10/2022,Thornbury,10,Tavian Zeller,1-4,0-2,2-2,0,0,0,1,4,1,0,0,0,9
03/10/2022,Thornbury,22,Zeke Yeboah,,,,,,,,,,,,,DNP
03/10/2022,Thornbury,,TEAM,,,,1,1,2,,,,3,,,
03/10/2022,Thornbury,,Totals,22-65,10-26,14-19,10,26,36,21,68,28,22,8,13,200
03/16/2022,Oakhaven,00,Kwame Janowski,2-8,2-5,1-1,3,2,5,2,7,0,4,0,2,33
03/16/2022,Oakhaven,02,Hollis Redfern,7-8,0-6,1-1,2,6,8,1,15,2,0,0,1,24
03/16/2022,Oakhaven,32,Gideon Abara,4-4,4-4,2-3,2,2,4,0,14,2,3,0,1,20
03/16/2022,Oakhaven,15,Oisin Ulmer,12-12,0-3,2-5,3,1,4,2,26,2,3,2,1,24
03/16/2022,Oakhaven,14,Nikola Janowski,0-4,0-2,3-4,2,7,9,3,3,1,0,1,1,34
03/16/2022,Oakhaven,23,Emeka Lomax,3-6,0-4,0-1,1,2,3,2,6,4,0,0,1,22
03/16/2022,Oakhaven,34,Jarrell Nkemelu,1-1,0-1,0-2,1,2,3,1,2,2,1,1,1,9
03/16/2022,Oakhaven,40,Amare Ulmer,0-3,0-3,1-3,1,2,3,2,1,3,2,1,1,13
03/16/2022,Oakhaven,11,Wendell Ulmer,,,,,,,,,,,,,DNP
03/16/2022,Oakhaven,04,Oisin Tolliver,4-4,3-3,0-2,0,1,1,1,11,1,2,1,0,11
03/16/2022,Oakhaven,50,Lachlan Ulmer,,,,,,,,,,,,,DNP
03/16/2022,Oakhaven,10,Tavian Zeller,1-2,0-1,0-1,0,2,2,1,2,0,1,1,0,10
03/16/2022,Oakhaven,22,Zeke Yeboah,,,,,,,,,,,,,DNP
03/16/2022,Oakhaven,,TEAM,,,,2,1,3,,,,0,,,
03/16/2022,Oakhaven,,Totals,34-52,9-32,10-23,17,28,45,15,87,17,16,7,9,200
11/12/2022,Langmere,00,Zeke Gillick,4-12,4-6,4-4,0,8,8,4,16,2,5,3,2,35
11/12/2022,Langmere,23,Priit Vantrease,2-7,2-2,1-1,4,4,8,1,7,1,0,1,3,27
11/12/2022,Langmere,20,Dedrick Gillick,3-8,2-2,0-2,1,2,3,2,8,0,2,1,2,24
11/12/2022,Langmere,40,Amare Quiroz,5-8,0-5,1-4,1,4,5,1,11,3,1,0,2,21
11/12/2022,Langmere,52,Oisin Vantrease,12-17,1-3,1-1,5,2,7,4,26,6,0,2,2,40-
11/12/2022,Langmere,31,Solomon Janowski,4-5,2-2,0-0,1,2,3,1,10,2,1,0,0,11
11/12/2022,Langmere,25,Rasheed Redfern,,,,,,,,,,,,,DNP
11/12/2022,Langmere,33,Yannick Ulmer,,,,,,,,,,,,,DNP
11/12/2022,Langmere,10,Malachi Quiroz,2-5,1-1,1-1,2,2,4,0,6,2,2,1,0,11
11/12/2022,Langmere,05,Dedrick Doran,9-10,2-2,2-2,2,0,2,2,22,4,3,1,1,21
11/12/2022,Langmere,45,Lachlan Ostrander,1-5,1-2,1-1,1,1,2,1,4,2,0,0,0,10
11/12/2022,Langmere,,TEAM,,,,1,1,2,,,,0,,,
11/12/2022,Langmere,,Totals,42-77,15-25,11-16,18,26,44,16,110,22,14,9,12,200
11/15/2022,Westmere,00,Zeke Gillick,3-15,3-5,0-1,6,8,14,0,9,9,5,3,4,40-
11/15/2022,Westmere,23,Priit Vantrease,0-7,0-3,3-3,3,6,9,4,3,4,2,2,3,29
11/15/2022,Westmere,20,Dedrick Gillick,0-14,0-1,2-3,4,3,7,1,2,2,1,3,2,29
11/15/2022,Westmere,40,Amare Quiroz,2-10,2-3,2-5,0,3,3,3,8,2,3,1,0,23
11/15/2022,Westmere,52,Oisin Vantrease,10-11,4-6,7-7,4,5,9,2,31,7,0,2,1,32
11/15/2022,Westmere,31,Solomon Janowski,1-7,0-1,1-3,0,2,2,2,3,3,0,0,0,17
11/15/2022,Westmere,25,Rasheed Redfern,,,,,,,,,,,,,DNP
11/15/2022,Westmere,33,Yannick Ulmer,6-6,0-1,1-1,1,3,4,3,13,3,3,1,1,18
11/15/2022,Westmere,10,Malachi Quiroz,2-2,0-2,2-2,1,2,3,0,6,0,2,1,1,13
11/15/2022,Westmere,05,Dedrick Doran,,,,,,,,,,,,,DNP
11/15/2022,Westmere,45,Lachlan Ostrander,0-0,0-0,0-0,0,0,0,0,-1,0,0,0,0,0+
11/15/2022,Westmere,24,Emeka Eklund,,,,,,,,,,,,,DNP
11/15/2022,Westmere,,TEAM,,,,5,4,9,,,,2,,,
11/15/2022,Westmere,,Totals,24-72,9-22,18-25,24,36,60,15,74,30,18,13,12,200
11/21/2022,Redhill,00,Zeke Gillick,4-7,1-3,1-2,2,1,3,2,10,3,2,1,1,19
11/21/2022,Redhill,23,Priit Vantrease,4-4,1-2,3-3,0,4,4,1,12,3,1,2,0,22
11/21/2022,Redhill,20,Dedrick Gillick,5-5,3-5,2-6,3,5,8,1,15,2,2,3,2,30
11/21/2022,Redhill,40,Amare Quiroz,4-6,3-3,1-2,0,1,1,2,12,1,1,0,0,15
11/21/2022,Redhill,52,Oisin Vantrease,20-20,4-5,3-3,4,10,14,5,47,3,5,2,4,40-
11/21/2022,Redhill,31,Solomon Janowski,3-3,1-1,1-3,2,1,3,2,8,1,3,2,1,18
11/21/2022,Redhill,25,Rasheed Redfern,2-3,0-0,0-1,0,0,0,1,4,0,1,0,0,7
11/21/2022,Redhill,33,Yannick Ulmer,0-7,0-2,1-1,1,3,4,0,1,1,2,0,0,15
11/21/2022,Redhill,10,Malachi Quiroz,3-5,0-3,1-1,1,2,3,2,7,2,1,1,1,10
11/21/2022,Redhill,05,Dedrick Doran,2-7,1-1,0-0,0,2,2,1,5,0,2,1,1,16
11/21/2022,Redhill,45,Lachlan Ostrander,1-1,0-1,0-0,1,1,2,0,2,0,0,0,1,9
11/21/2022,Redhill,,TEAM,,,,2,1,3,,,,3,,,
11/21/2022,Redhill,,Totals,48-68,14-26,13-22,16,31,47,17,123,16,23,12,11,200
11/27/2022,Innisfree,00,Zeke Gillick,13-14,1-3,5-5,5,6,11,4,32,1,1,0,2,40-
11/27/2022,Innisfree,23,Priit Vantrease,4-12,2-3,2-2,1,5,6,0,12,1,4,0,2,26
11/27/2022,Innisfree,20,Dedrick Gillick,6-6,2-3,4-4,2,3,5,1,18,2,2,2,2,22
11/27/2022,Innisfree,40,Amare Quiroz,5-9,0-6,0-2,0,4,4,1,10,4,2,1,1,28
11/27/2022,Innisfree,52,Oisin Vantrease,13-17,1-6,1-7,2,9,11,5,28,6,1,3,2,40-
11/27/2022,Innisfree,31,Solomon Janowski,1-4,0-1,1-3,1,4,5,1,3,0,1,0,1,16
11/27/2022,Innisfree,25,Rasheed Redfern,1-3,0-0,0-1,1,0,1,0,2,1,0,0,0,7
11/27/2022,Innisfree,33,Yannick Ulmer,,,,,,,,,,,,,DNP
11/27/2022,Innisfree,10,Malachi Quiroz,,,,,,,,,,,,,DNP
11/27/2022,Innisfree,05,Dedrick Doran,3-4,0-2,1-1,2,1,3,2,7,1,1,0,1,13
11/27/2022,Innisfree,45,Lachlan Ostrander,0-2,0-2,0-0,0,1,1,0,0,0,1,0,1,9
11/27/2022,Innisfree,,TEAM,,,,3,2,5,,,,1,,,
11/27/2022,Innisfree,,Totals,46-71,6-26,14-25,17,35,52,14,112,16,14,6,12,200
12/05/2022,Fenwick,00,Zeke Gillick,6-7,1-6,1-7,1,1,2,1,14,2,3,1,2,31
12/05/2022,Fenwick,23,Priit Vantrease,8-8,7-7,1-3,1,6,7,4,24,4,3,0,2,29
12/05/2022,Fenwick,20,Dedrick Gillick,2-4,1-4,0-4,2,1,3,1,5,0,0,1,2,26
12/05/2022,Fenwick,40,Amare Quiroz,5-5,1-1,4-4,0,3,3,3,15,2,1,0,2,22
12/05/2022,Fenwick,52,Oisin Vantrease,0-4,0-1,1-1,3,5,8,2,1,0,3,1,2,28
12/05/2022,Fenwick,31,Solomon Janowski,1-1,1-1,0-1,1,0,1,2,3,4,1,0,1,16
12/05/2022,Fenwick,25,Rasheed Redfern,0-1,0-1,0-0,1,1,2,0,0,0,0,1,0,6
12/05/2022,Fenwick,33,Yannick Ulmer,,,,,,,,,,,,,DNP
12/05/2022,Fenwick,10,Malachi Quiroz,7-8,1-2,1-2,1,2,3,2,16,2,3,2,1,16
12/05/2022,Fenwick,05,Dedrick Doran,1-1,1-1,0-1,1,3,4,1,3,4,1,1,0,16
12/05/2022,Fenwick,45,Lachlan Ostrander,2-2,1-2,0-1,1,3,4,2,5,1,0,1,1,10
12/05/2022,Fenwick,,TEAM,,,,5,4,9,,,,1,,,
12/05/2022,Fenwick,,Totals,32-41,14-26,8-24,17,29,46,18,86,19,16,8,13,200
12/09/2022,Langmere,00,Zeke Gillick,2-3,0-3,4-5,1,3,4,0,8,6,0,1,3,26
12/09/2022,Langmere,23,Priit Vantrease,0-2,0-2,0-1,2,0,2,1,0,0,2,1,0,15
12/09/2022,Langmere,20,Dedrick Gillick,0-2,0-1,2-2,1,0,1,2,2,3,0,1,1,19
12/09/2022,Langmere,40,Amare Quiroz,3-4,3-4,1-1,1,0,1,3,10,3,1,1,0,21
12/09/2022,Langmere,52,Oisin Vantrease,3-9,2-3,2-2,3,4,7,5,10,6,3,2,1,29
12/09/2022,Langmere,31,Solomon Janowski,3-5,0-3,0-0,1,3,4,1,6,2,2,1,0,14
12/09/2022,Langmere,25,Rasheed Redfern,0-1,0-1,0-1,0,1,1,1,0,1,1,1,0,7
12/09/2022,Langmere,33,Yannick Ulmer,0-9,0-1,0-3,0,2,2,2,0,2,0,0,1,17
12/09/2022,Langmere,10,Malachi Quiroz,0-3,0-1,2-3,2,3,5,1,2,3,2,1,1,14
12/09/2022,Langmere,05,Dedrick Doran,3-5,0-0,0-0,1,3,4,1,6,0,2,1,1,14
12/09/2022,Langmere,45,Lachlan Ostrander,1-2,1-1,1-1,0,2,2,0,4,1,0,0,0,7
12/09/2022,Langmere,24,Emeka Eklund,0-4,0-1,0-0,1,1,2,0,0,1,1,1,0,10
12/09/2022,Langmere,21,Vasil Vantrease,3-4,0-0,1-1,1,1,2,1,7,0,1,0,0,9
12/09/2022,Langmere,,TEAM,,,,4,0,4,,,,0,,,
12/09/2022,Langmere,,Totals,18-53,6-21,13-20,18,23,41,18,55,28,15,11,8,200
12/13/2022,Northgate,00,Zeke Gillick,7-19,1-1,0-2,5,6,11,2,15,2,4,2,3,40-
12/13/2022,Northgate,23,Priit Vantrease,9-13,1-4,2-2,1,0,1,0,21,1,1,2,2,27
12/13/2022,Northgate,20,Dedrick Gillick,7-11,3-5,0-3,3,2,5,3,17,2,1,1,1,23
12/13/2022,Northgate,40,Amare Quiroz,4-10,2-3,0-4,1,3,4,1,10,5,2,2,2,22
12/13/2022,Northgate,52,Oisin Vantrease,1-5,0-0,0-0,3,6,9,4,2,2,3,2,2,27
12/13/2022,Northgate,31,Solomon Janowski,3-6,1-2,0-3,2,2,4,1,7,4,0,0,0,16
12/13/2022,Northgate,25,Rasheed Redfern,2-3,2-2,0-2,1,0,1,1,6,1,1,1,0,7
12/13/2022,Northgate,33,Yannick Ulmer,2-4,2-3,1-2,2,4,6,2,7,1,0,1,1,14
12/13/2022,Northgate,10,Malachi Quiroz,3-6,0-0,0-2,2,2,4,2,6,3,2,1,1,15
12/13/2022,Northgate,05,Dedrick Doran,,,,,,,,,,,,,DNP
12/13/2022,Northgate,45,Lachlan Ostrander,4-4,0-2,0-0,1,0,1,1,8,1,1,0,1,8
12/13/2022,Northgate,,TEAM,,,,1,3,4,,,,3,,,
12/13/2022,Northgate,,Totals,42-81,12-22,3-20,22,28,50,17,99,22,18,12,13,200
12/17/2022,Pentland,00,Zeke Gillick,4-17,4-7,1-1,2,7,9,0,13,2,1,0,2,33
12/17/2022,Pentland,23,Priit Vantrease,9-11,2-5,1-6,2,4,6,5,21,7,3,1,3,28
12/17/2022,Pentland,20,Dedrick Gillick,4-17,2-5,3-6,1,4,5,4,13,4,0,1,3,33
12/17/2022,Pentland,40,Amare Quiroz,6-6,0-2,2-2,1,4,5,1,14,4,1,0,0,15
12/17/2022,Pentland,52,Oisin Vantrease,6-7,2-7,1-3,2,7,9,3,15,5,1,2,2,25
12/17/2022,Pentland,31,Solomon Janowski,1-6,0-0,1-2,2,2,4,1,3,0,1,1,1,15
12/17/2022,Pentland,25,Rasheed Redfern,1-2,1-1,0-0,1,2,3,1,6,2,1,1,0,9
12/17/2022,Pentland,33,Yannick Ulmer,3-5,2-3,1-2,0,5,5,2,9,1,2,2,1,19
12/17/2022,Pentland,10,Malachi Quiroz,0-4,0-1,0-1,0,3,3,2,0,1,2,0,0,11
12/17/2022,Pentland,05,Dedrick Doran,,,,,,,,,,,,,DNP
12/17/2022,Pentland,45,Lachlan Ostrander,,,,,,,,,,,,,DNP
12/17/2022,Pentland,24,Emeka Eklund,3-3,2-2,0-2,1,3,4,1,8,3,0,1,0,12
12/17/2022,Pentland,21,Vasil Vantrease,,,,,,,,,,,,,DNP
12/17/2022,Pentland,,TEAM,,,,3,3,6,,,,2,,,
12/17/2022,Pentland,,Totals,37-78,15-33,10-25,15,44,59,20,102,29,14,9,12,200
12/23/2022,Delaford,00,Zeke Gillick,2-12,0-0,0-1,1,5,6,4,4,4,4,1,1,25
12/23/2022,Delaford,23,Priit Vantrease,1-3,1-3,4-4,2,4,6,0,7,4,1,1,1,17
12/23/2022,Delaford,20,Dedrick Gillick,0-6,0-3,1-1,2,3,5,5,1,1,2,1,3,26
12/23/2022,Delaford,40,Amare Quiroz,2-3,1-1,1-1,2,3,5,2,6,3,2,1,1,15
12/23/2022,Delaford,52,Oisin Vantrease,5-7,3-4,1-4,0,8,8,5,14,2,4,3,2,31
12/23/2022,Delaford,31,Solomon Janowski,0-3,0-1,3-4,1,1,2,0,3,2,1,1,1,18
12/23/2022,Delaford,25,Rasheed Redfern,3-3,0-1,1-1,1,2,3,1,7,1,0,0,0,6
12/23/2022,Delaford,33,Yannick Ulmer,8-8,1-2,1-3,1,3,4,1,18,3,1,1,1,16
12/23/2022,Delaford,10,Malachi Quiroz,,,,,,,,,,,,,DNP
12/23/2022,Delaford,05,Dedrick Doran,1-4,0-0,0-1,2,2,4,1,2,4,1,1,1,18
12/23/2022,Delaford,45,Lachlan Ostrander,1-3,0-1,0-1,0,1,1,0,2,1,1,0,0,6
12/23/2022,Delaford,24,Emeka Eklund,3-5,0-2,1-2,1,2,3,1,7,2,2,1,1,13
12/23/2022,Delaford,21,Vasil Vantrease,1-1,0-1,0-0,0,2,2,0,2,1,0,1,0,10
12/23/2022,Delaford,,TEAM,,,,1,0,1,,,,2,,,
12/23/2022,Delaford,,Totals,27-58,6-19,13-23,14,36,50,20,73,28,21,12,12,200
12/27/2022,Underhill,00,Zeke Gillick,9-15,4-5,2-2,2,6,8,3,24,1,5,2,3,32
12/27/2022,Underhill,23,Priit Vantrease,2-4,0-0,0-3,2,1,3,4,4,1,1,0,0,24
12/27/2022,Underhill,20,Dedrick Gillick,10-14,0-0,4-4,0,2,2,3,24,5,0,1,3,32
12/27/2022,Underhill,40,Amare Quiroz,2-3,2-3,4-4,1,2,3,1,10,1,2,1,0,20
12/27/2022,Underhill,52,Oisin Vantrease,3-12,1-2,3-7,0,10,10,4,10,8,4,1,1,39
12/27/2022,Underhill,31,Solomon Janowski,,,,,,,,,,,,,DNP
12/27/2022,Underhill,25,Rasheed Redfern,1-3,0-1,1-1,0,2,2,1,3,2,1,1,0,8
12/27/2022,Underhill,33,Yannick Ulmer,1-2,0-2,3-3,1,3,4,0,5,3,0,1,0,16
12/27/2022,Underhill,10,Malachi Quiroz,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0+
12/27/2022,Underhill,05,Dedrick Doran,,,,,,,,,,,,,DNP
12/27/2022,Underhill,45,Lachlan Ostrander,0-2,0-2,0-0,0,2,2,0,0,1,0,1,1,7
12/27/2022,Underhill,24,Emeka Eklund,0-2,0-2,0-2,1,1,2,1,1,3,1,0,1,14
12/27/2022,Underhill,21,Vasil Vantrease,0-1,0-1,1-1,1,2,3,1,1,2,2,1,1,10
12/27/2022,Underhill,,TEAM,,,,3,2,5,,,,1,,,
12/27/2022,Underhill,,Totals,28-58,7-18,18-27,11,33,44,18,82,27,17,9,10,200
01/03/2023,Northgate,00,Zeke Gillick,6-10,2-4,3-3,3,5,8,2,17,4,1,1,1,24
01/03/2023,Northgate,23,Priit Vantrease,4-6,2-3,0-2,3,1,4,1,10,4,1,2,0,21
01/03/2023,Northgate,20,Dedrick Gillick,0-4,0-4,5-6,3,7,10,5,5,7,1,3,0,34
01/03/2023,Northgate,40,Amare Quiroz,7-11,3-3,2-2,0,0,0,1,19,2,3,1,2,22
01/03/2023,Northgate,52,Oisin Vantrease,3-11,1-4,0-0,3,0,3,4,7,1,1,2,1,27
01/03/2023,Northgate,31,Solomon Janowski,4-9,3-3,0-1,1,5,6,1,11,4,3,1,1,19
01/03/2023,Northgate,25,Rasheed Redfern,3-3,0-0,1-1,1,0,1,1,7,0,0,0,0,8
01/03/2023,Northgate,33,Yannick Ulmer,1-2,0-0,1-1,2,3,5,0,3,3,2,0,0,17
01/03/2023,Northgate,10,Malachi Quiroz,0-4,0-2,0-0,1,0,1,1,0,3,2,0,0,14
01/03/2023,Northgate,05,Dedrick Doran,4-6,0-2,0-3,1,1,2,2,8,0,2,1,1,15
01/03/2023,Northgate,45,Lachlan Ostrander,,,,,,,,,,,,,DNP
01/03/2023,Northgate,,TEAM,,,,3,3,6,,,,2,,,
01/03/2023,Northgate,,Totals,32-66,11-25,12-19,21,25,46,18,87,28,18,11,6,200
01/08/2023,Harlowe,00,Zeke Gillick,1-10,0-1,1-1,2,6,8,0,3,4,3,2,1,23
01/08/2023,Harlowe,23,Priit Vantrease,2-10,2-3,3-3,1,3,4,3,9,3,1,2,2,22
01/08/2023,Harlowe,20,Dedrick Gillick,2-5,1-5,4-5,2,5,7,1,9,4,0,2,2,26
01/08/2023,Harlowe,40,Amare Quiroz,3-5,0-1,0-3,1,5,6,1,6,5,3,1,0,19
01/08/2023,Harlowe,52,Oisin Vantrease,7-7,0-1,3-5,4,2,6,0,17,2,1,1,2,27
01/08/2023,Harlowe,31,Solomon Janowski,3-5,0-2,1-1,1,4,5,0,7,2,0,0,1,16
01/08/2023,Harlowe,25,Rasheed Redfern,1-1,0-1,0-1,0,1,1,1,2,1,0,0,0,9
01/08/2023,Harlowe,33,Yannick Ulmer,1-5,1-4,0-3,1,3,4,1,3,4,1,1,1,17
01/08/2023,Harlowe,10,Malachi Quiroz,2-4,0-2,1-2,1,2,3,1,5,1,0,1,0,11
01/08/2023,Harlowe,05,Dedrick Doran,3-5,3-5,1-2,2,4,6,0,10,1,3,0,1,19
01/08/2023,Harlowe,45,Lachlan Ostrander,,,,,,,,,,,,,DNP
01/08/2023,Harlowe,24,Emeka Eklund,5-6,0-1,1-2,0,2,2,2,11,3,0,1,1,12
01/08/2023,Harlowe,21,Vasil Vantrease,,,,,,,,,,,,,DNP
01/08/2023,Harlowe,,TEAM,,,,1,2,3,,,,2,,,
01/08/2023,Harlowe,,Totals,30-63,7-26,15-28,16,39,55,10,82,30,14,11,11,200
01/14/2023,Eastvale,00,Zeke Gillick,3-13,1-8,4-6,1,10,11,4,11,3,6,1,3,37
01/14/2023,Eastvale,23,Priit Vantrease,5-6,0-1,0-3,3,4,7,4,10,2,1,2,2,25
01/14/2023,Eastvale,20,Dedrick Gillick,8-9,0-1,1-6,3,4,7,3,17,0,2,1,0,28
01/14/2023,Eastvale,40,Amare Quiroz,5-5,3-4,1-1,0,3,3,2,14,1,1,1,0,17
01/14/2023,Eastvale,52,Oisin Vantrease,6-7,1-2,3-3,3,0,3,3,16,2,3,1,1,22
01/14/2023,Eastvale,31,Solomon Janowski,0-1,0-1,0-1,1,1,2,1,0,2,2,0,1,13
01/14/2023,Eastvale,25,Rasheed Redfern,2-3,0-0,0-0,0,0,0,1,4,3,0,0,1,10
01/14/2023,Eastvale,33,Yannick Ulmer,0-7,0-1,4-4,3,5,8,1,4,1,2,1,1,19
01/14/2023,Eastvale,10,Malachi Quiroz,,,,,,,,,,,,,DNP
01/14/2023,Eastvale,05,Dedrick Doran,0-8,0-1,0-1,2,2,4,0,0,1,2,1,1,19
01/14/2023,Eastvale,45,Lachlan Ostrander,0-2,0-1,2-2,1,1,2,1,2,0,1,0,0,8
01/14/2023,Eastvale,,TEAM,,,,5,2,7,,,,1,,,
01/14/2023,Eastvale,,Totals,29-61,5-20,15-27,22,32,54,20,78,15,21,8,10,200
01/17/2023,Harlowe,00,Zeke Gillick,5-7,0-3,0-3,1,3,4,4,10,1,0,0,1,25
01/17/2023,Harlowe,23,Priit Vantrease,2-7,2-2,1-2,2,5,7,2,7,5,2,0,2,24
01/17/2023,Harlowe,20,Dedrick Gillick,4-7,0-0,2-2,2,5,7,2,10,5,3,2,1,20
01/17/2023,Harlowe,40,Amare Quiroz,4-5,2-2,3-4,2,6,8,3,13,6,4,2,1,26
01/17/2023,Harlowe,52,Oisin Vantrease,5-9,0-0,0-4,2,8,10,4,10,6,5,2,0,29
01/17/2023,Harlowe,31,Solomon Janowski,2-5,0-1,1-1,0,2,2,1,5,1,1,1,1,13
01/17/2023,Harlowe,25,Rasheed Redfern,2-5,2-2,1-2,0,1,1,2,7,0,1,1,0,10
01/17/2023,Harlowe,33,Yannick Ulmer,1-5,1-1,1-1,1,0,1,2,4,2,2,1,1,12
01/17/2023,Harlowe,10,Malachi Quiroz,1-6,0-1,0-3,2,4,6,1,2,4,0,1,0,17
01/17/2023,Harlowe,05,Dedrick Doran,3-5,1-2,1-2,1,4,5,0,8,2,2,0,1,15
01/17/2023,Harlowe,45,Lachlan Ostrander,,,,,,,,,,,,,DNP
01/17/2023,Harlowe,24,Emeka Eklund,,,,,,,,,,,,,DNP
01/17/2023,Harlowe,21,Vasil Vantrease,0-1,0-1,0-2,1,1,2,0,0,2,1,0,0,9
01/17/2023,Harlowe,,TEAM,,,,4,0,4,,,,1,,,
01/17/2023,Harlowe,,Totals,29-62,8-15,10-26,18,39,57,21,76,34,22,10,8,200
01/22/2023,Underhill,00,Zeke Gillick,7-13,7-8,0-1,4,4,8,5,21,7,0,3,3,31
01/22/2023,Underhill,23,Priit Vantrease,2-3,2-3,0-3,1,7,8,4,6,6,3,3,2,31
01/22/2023,Underhill,20,Dedrick Gillick,5-7,0-2,1-6,0,2,2,4,11,2,4,2,2,28
01/22/2023,Underhill,40,Amare Quiroz,1-10,1-7,2-3,3,8,11,3,5,3,1,1,3,33
01/22/2023,Underhill,52,Oisin Vantrease,2-4,2-4,4-7,2,8,10,1,10,4,2,1,0,33
01/22/2023,Underhill,31,Solomon Janowski,5-10,0-2,5-5,3,5,8,2,15,2,1,1,1,25
01/22/2023,Underhill,25,Rasheed Redfern,2-2,1-1,0-2,0,1,1,1,5,0,0,0,0,11
01/22/2023,Underhill,33,Yannick Ulmer,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
01/22/2023,Underhill,10,Malachi Quiroz,,,,,,,,,,,,,DNP
01/22/2023,Underhill,05,Dedrick Doran,,,,,,,,,,,,,DNP
01/22/2023,Underhill,45,Lachlan Ostrander,0-2,0-2,1-1,1,1,2,0,1,2,0,0,0,9
01/22/2023,Underhill,24,Emeka Eklund,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0+
01/22/2023,Underhill,,TEAM,,,,4,4,8,,,,2,,,
01/22/2023,Underhill,,Totals,24-51,13-29,13-28,18,40,58,20,74,26,13,11,11,200
01/24/2023,Fenwick,00,Zeke Gillick,2-19,0-2,2-2,5,2,7,0,6,9,7,2,1,40-
01/24/2023,Fenwick,23,Priit Vantrease,5-12,1-2,1-4,1,1,2,1,12,5,1,3,1,27
01/24/2023,Fenwick,20,Dedrick Gillick,2-3,2-3,0-2,0,2,2,0,6,4,3,1,1,18
01/24/2023,Fenwick,40,Amare Quiroz,8-9,0-1,0-3,1,4,5,0,16,4,3,1,2,20
01/24/2023,Fenwick,52,Oisin Vantrease,2-5,1-4,0-2,1,3,4,4,5,3,2,1,0,22
01/24/2023,Fenwick,31,Solomon Janowski,1-1,0-0,0-2,2,3,5,1,2,1,0,0,1,13
01/24/2023,Fenwick,25,Rasheed Redfern,0-2,0-1,0-1,0,0,0,1,0,1,0,0,1,7
01/24/2023,Fenwick,33,Yannick Ulmer,3-3,0-3,0-2,2,2,4,1,6,2,3,1,1,19
01/24/2023,Fenwick,10,Malachi Quiroz,0-4,0-1,3-3,0,2,2,2,3,0,2,0,1,14
01/24/2023,Fenwick,05,Dedrick Doran,4-5,0-1,0-1,1,2,3,2,8,0,1,1,1,13
01/24/2023,Fenwick,45,Lachlan Ostrander,1-2,1-2,0-1,1,2,3,1,3,0,1,0,1,8
01/24/2023,Fenwick,,TEAM,,,,5,1,6,,,,1,,,
01/24/2023,Fenwick,,Totals,28-65,5-20,6-23,19,24,43,13,67,29,24,10,11,200
02/01/2023,Innisfree,00,Zeke Gillick,5-13,0-7,0-1,3,7,10,3,10,5,4,1,1,29
02/01/2023,Innisfree,23,Priit Vantrease,0-5,0-5,1-1,0,1,1,2,1,3,3,0,2,27
02/01/2023,Innisfree,20,Dedrick Gillick,0-4,0-1,1-2,3,1,4,3,1,4,2,0,2,22
02/01/2023,Innisfree,40,Amare Quiroz,2-3,0-3,1-1,0,4,4,2,4,3,3,0,0,18
02/01/2023,Innisfree,52,Oisin Vantrease,7-7,2-6,0-0,4,8,12,0,16,5,5,1,3,34
02/01/2023,Innisfree,31,Solomon Janowski,7-10,2-2,2-3,1,5,6,2,18,5,3,1,2,19
