Prop,Property,Property Address,Unit,SqFt,Beds,Baths,Status,Resident,Email,Lease From,Lease To,Market Rent,Rent
RIV,Riverbend Terrace,60 Riverbend Way,B416,807,1,1,Occ,"Beaumont, Rosalind",rosalind.beaumont@mail.example.net,2025-12-24,2026-12-03,"1,465.00","1,420.00"
RIV,Riverbend Terrace,60 Riverbend Way,B417,"1,022",2,1,Occupied,"Ferrante, Yannick",yannick.ferrante@example.com,2025-12-19,2026-11-11,"$1,875.00","$1,830.00"
RIV,Riverbend Terrace,60 Riverbend Way,B418,"1,016",2,2,Occupied,"Sorokin, Casimir",casimir.sorokin@example.com,2025-01-20,2025-08-24,"1,925.00","$1,875.00"
RIV,Riverbend Terrace,60 Riverbend Way,B419,981,2,2,NTV,"Danquah, Rosalind",rosalind.danquah@example.com,2024-07-04,2025-03-02,"1,845.00","1,820.00"
RIV,Riverbend Terrace,60 Riverbend Way,B420,"1,077",2,1,Occupied,"Cisneros, Tamsin",tamsin.cisneros@mail.example.net,2025-12-18,2026-09-20,-,"$1,950.00"
RIV,Riverbend Terrace,60 Riverbend Way,B421,"1,052",2,2,Occupied,"Grierson, Quentin",quentin.grierson@example.com,2024-11-07,2025-05-14,"1,930.00","$1,885.00"
RIV,Riverbend Terrace,60 Riverbend Way,B422,708,1,1,NTV,"Jelinek, Ilse",ilse.jelinek@mail.example.net,2025-11-05,2026-10-16,"$1,465.00","$1,405.00"
RIV,Riverbend Terrace,60 Riverbend Way,B423,"1,039",2,1.5,Occ,"Haddad, Ilse",ilse.haddad@mail.example.net,2025-12-09,2026-07-03,"1,860.00","1,840.00"
RIV,Riverbend Terrace,60 Riverbend Way,B424,806,1,1,Occ,"Zambrano, Ottilie",ottilie.zambrano@mail.example.net,2025-03-24,2026-04-25,"1,400.00","$1,380.00"
RIV,Riverbend Terrace,60 Riverbend Way,B425,716,1,1,Occ,"Ashworth, Ottilie",ottilie.ashworth@example.com,2025-10-21,2026-07-19,"$1,435.00","1,425.00"
RIV,Riverbend Terrace,60 Riverbend Way,B426,733,1,1,VAC,,,,,"$1,545.00",
RIV,Riverbend Terrace,60 Riverbend Way,B427,"1,290",3,1.5,Vacant,,,,,"2,415.00",
RIV,Riverbend Terrace,60 Riverbend Way,B428,"1,067",2,1.5,Occ,"Wexler, Elke",elke.wexler@example.com,2025-04-26,2026-04-18,"1,935.00","$1,885.00"
RIV,Riverbend Terrace,60 Riverbend Way,B428,"1,067",2,1.5,Occ,"Dupont, Aurelio",aurelio.dupont@example.org,2025-04-26,2026-04-18,"$1,935.00","1,885.00"
RIV,Riverbend Terrace,60 Riverbend Way,B429,755,1,1,Occupied,"Nakamura, Nadim",nadim.nakamura@mail.example.net,2026-03-01,2026-10-18,"1,595.00","1,575.00"
RIV,Riverbend Terrace,60 Riverbend Way,B430,776,1,1,Vacant-Ready,,,,,"$1,530.00",
STN,Stonegate Mews,9 Stonegate Ln,A101,"1,311",3,1.5,Occupied,"Pemberton, Casimir",casimir.pemberton@mail.example.net,2024-11-19,2025-08-14,"2,485.00","$2,435.00"
STN,Stonegate Mews,9 Stonegate Ln,A102,717,1,1,Notice,"Jelinek, Aurelio",aurelio.jelinek@example.org,06/2025,2026-02-03,"$1,465.00","$1,445.00"
STN,Stonegate Mews,9 Stonegate Ln,A103,799,1,1,Occupied,"Engelhardt, Lachlan",lachlan.engelhardt@mail.example.net,2024-04-03,2025-02-19,"$1,495.00","$1,480.00"
STN,Stonegate Mews,9 Stonegate Ln,A104,767,1,1,Occupied,"Pemberton, Rosalind",rosalind.pemberton@example.com,2025-11-22,2026-05-21,"$1,465.00","$1,420.00"
STN,Stonegate Mews,9 Stonegate Ln,A105,817,1,1,Occupied,"Kowalczyk, Rosalind",rosalind.kowalczyk@example.org,2026-06-21,2027-01-16,"$1,605.00","1,550.00"
STN,Stonegate Mews,9 Stonegate Ln,A106,757,1,1,Occupied,"Lindgren, Casimir",casimir.lindgren@example.com,2026-03-25,2027-02-23,"$1,655.00","$1,615.00"
STN,Stonegate Mews,9 Stonegate Ln,A107,721,1,1,Occupied,"Oyelaran, Katrien",katrien.oyelaran@example.com,2024-03-08,2025-03-29,"$1,450.00","$1,450.00"
STN,Stonegate Mews,9 Stonegate Ln,A108,513,0,1,MTM,"Haddad, Nadim",nadim.haddad@example.com,2026-02-05,2026-08-21,$990.00,$950.00
STN,Stonegate Mews,9 Stonegate Ln,A109,960,2,1.5,Occ,"Haddad, Katrien",katrien.haddad@example.com,2024-11-26,,"1,825.00","1,815.00"
STN,Stonegate Mews,9 Stonegate Ln,A110,762,1,1,Occupied,"Lindgren, Hamza",hamza.lindgren@example.com,2025-08-25,2026-05-31,"1,655.00","$1,645.00"
STN,Stonegate Mews,9 Stonegate Ln,A111,953,2,2,Notice,"Ubaldi, Hamza",hamza.ubaldi@example.org,2024-08-21,2025-08-01,"1,920.00","$1,900.00"
STN,Stonegate Mews,9 Stonegate Ln,A112,952,2,2,Occupied,"Pemberton, Lachlan",lachlan.pemberton@mail.example.net,2024-04-01,2024-11-12,"$1,870.00","1,855.00"
STN,Stonegate Mews,9 Stonegate Ln,A113,781,1,1,VAC,,,,,"1,410.00",
STN,Stonegate Mews,9 Stonegate Ln,A114,812,1,1,Occupied,"Ferrante, Delphine",delphine.ferrante@example.com,2025-10-29,2026-06-30,"1,640.00","$1,595.00"
STN,Stonegate Mews,9 Stonegate Ln,A115,731,1,1,Notice,"Haddad, Bettina",bettina.haddad@example.com,2024-10-01,2025-09-17,"$1,455.00","$1,420.00"
STN,Stonegate Mews,9 Stonegate Ln,A116,993,2,1.5,Occupied,"Kowalczyk, Ferran",ferran.kowalczyk@example.com,2025-03-18,2026-03-11,"$1,910.00","$1,905.00"
STN,Stonegate Mews,9 Stonegate Ln,A117,"1,310",3,1,Occ,"Nakamura, Casimir",casimir.nakamura@example.com,2025-07-21,2026-03-29,"2,310.00","$2,305.00"
STN,Stonegate Mews,9 Stonegate Lane,A118,814,1,1,Occupied,"Ishikawa, Aurelio",aurelio.ishikawa@example.com,2024-08-31,,"$1,565.00","$1,510.00"
STN,Stonegate Mews,9 Stonegate Ln,A119,753,1,1,MTM,"Quintero, Greta",greta.quintero@mail.example.net,2025-01-04,2025-11-03,"$1,655.00","$1,625.00"
STN,Stonegate Mews,9 Stonegate Ln,A119,753,1,1,Occupied,"Grierson, Hamza",hamza.grierson@example.com,2025-02-21,2026-01-02,"$1,655.00","1,650.00"
STN,Stonegate Mews,9 Stonegate Ln,A120,943,2,2,Occupied,"Calderon, Clemence",clemence.calderon@example.com,2024-02-15,2025-01-12,"$1,930.00","$1,890.00"
STN,Stonegate Mews,9 Stonegate Ln,A121,992,2,1.5,MTM,"Engelhardt, Dario",dario.engelhardt@example.org,2025-10-13,2026-06-15,"$1,850.00","$1,815.00"
STN,Stonegate Mews,9 Stonegate Ln,A122,529,0,1,Vacant,"Broussard, Elke",,,,"$1,145.00",
STN,Stonegate Mews,9 Stonegate Ln,A123,"1,262",3,2,MTM,"Broussard, Bastien",bastien.broussard@example.com,2024-02-20,2024-11-28,"2,290.00","2,290.00"
STN,Stonegate Mews,9 Stonegate Ln,A124,696,1,1,VAC,,,,,"$1,535.00",
STN,Stonegate Mews,9 Stonegate Ln,A125,942,2,1.5,Occupied,"Ashworth, Elke",elke.ashworth@mail.example.net,2025-04-10,2026-01-11,"2,010.00","1,970.00"
STN,Stonegate Mews,9 Stonegate Ln,A125,942,2,1.5,Occupied,"Kowalczyk, Yannick",yannick.kowalczyk@example.com,2025-04-10,2026-01-11,"$2,010.00","1,970.00"
STN,Stonegate Mews,9 Stonegate Lane,A126,"1,229",3,1.5,MTM,"Engelhardt, Delphine",delphine.engelhardt@example.com,2024-06-24,2025-05-29,"$2,470.00","$2,410.00"
STN,Stonegate Mews,9 Stonegate Ln,A127,"1,047",2,1,Occupied,"Grierson, Amara",amara.grierson@example.com,2025-05-29,2025-12-17,"$2,050.00","2,020.00"
STN,Stonegate Mews,9 Stonegate Ln,A128,994,2,2,Notice,"Nakamura, Nadim",nadim.nakamura@mail.example.net,2025-11-03,,"2,080.00","$2,060.00"
STN,Stonegate Mews,9 Stonegate Ln,A129,718,1,1,Occupied,"Radulescu, Nadim",nadim.radulescu@example.org,2024-11-11,,"1,630.00","$1,625.00"
STN,Stonegate Mews,9 Stonegate Ln,A130,704,1,1,Down,,,,,"1,460.00",
STN,Stonegate Mews,9 Stonegate Ln,A201,994,2,1,Notice,"Eriksen, Nadim",nadim.eriksen@mail.example.net,2026-03-18,2027-03-31,"$1,915.00","$1,895.00"
STN,Stonegate Mews,9 Stonegate Ln,A201,994,2,1,Notice,"Tavares, Nadim",nadim.tavares@example.com,2026-03-18,2027-03-31,-,"1,895.00"
STN,Stonegate Mews,9 Stonegate Ln,A202,985,2,2,Occupied,"Danquah, Ferran",ferran.danquah@example.com,2024-02-10,2025-01-25,"$1,955.00","$1,860.00"
STN,Stonegate Mews,9 Stonegate Ln,A202,985,2,2,Notice,"Cisneros, Aurelio",aurelio.cisneros@example.com,2025-02-07,2026-03-06,"1,955.00","1,900.00"
STN,Stonegate Mews,9 Stonegate Ln,A203,777,1,1,Vacant,,,,,"1,585.00",
STN,Stonegate Mews,9 Stonegate Ln,A204,"1,286",3,1.5,Occ,"Calderon, Ferran",ferran.calderon@example.com,08/2025,2026-05-25,"$2,290.00","$2,255.00"
STN,Stonegate Mews,9 Stonegate Ln,A205,"1,056",2,1,Occupied,"Dupont, Amara",amara.dupont@example.com,2024-09-21,2025-10-19,"$2,035.00","$2,005.00"
STN,Stonegate Mews,9 Stonegate Ln,A206,725,1,1,MTM,"Ferrante, Rosalind",rosalind.ferrante@mail.example.net,2025-10-30,2026-05-08,"1,585.00","$1,530.00"
STN,Stonegate Mews,9 Stonegate Ln,A207,"1,250",3,1,Occupied,"Zambrano, Katrien",katrien.zambrano@example.com,2026-05-21,2027-01-24,"$2,320.00","$2,300.00"
STN,Stonegate Mews,9 Stonegate Ln,A208,743,1,1,MTM,"Nakamura, Yannick",yannick.nakamura@example.com,2025-03-19,2026-02-21,"1,515.00","1,455.00"
STN,Stonegate Mews,9 Stonegate Ln,A209,707,1,1,Vacant-Ready,,,,,"$1,595.00",
STN,Stonegate Mews,9 Stonegate Ln,A210,995,2,2,Occ,"Sorokin, Priya",priya.sorokin@example.com,2025-02-08,2025-10-01,"$1,960.00","$1,930.00"
STN,Stonegate Mews,9 Stonegate Ln,A211,"1,019",2,1,NTV,"Sorokin, Aurelio",aurelio.sorokin@example.org,2024-08-04,,"1,940.00","1,940.00"
STN,Stonegate Mews,9 Stonegate Ln,A212,"1,259",3,1.5,Occupied,"Broussard, Bettina",bettina.broussard@example.com,2025-01-10,2025-11-24,"2,250.00","2,245.00"
STN,Stonegate Mews,9 Stonegate Ln,A213,790,1,1,Occupied,"Yoshida, Katrien",katrien.yoshida@mail.example.net,2025-11-04,2026-11-10,"1,615.00","$1,575.00"
STN,Stonegate Mews,9 Stonegate Ln,A214,756,1,1,Occupied,"Engelhardt, Xavier",xavier.engelhardt@mail.example.net,2024-05-17,2025-06-06,"1,575.00","1,550.00"
STN,Stonegate Mews,9 Stonegate Ln,A215,764,1,1,Occupied,"Eriksen, Joaquin",joaquin.eriksen@mail.example.net,2025-11-16,2026-06-04,"$1,540.00","$1,480.00"
STN,Stonegate Mews,9 Stonegate Ln,A216,768,1,1,Down,,,,,"1,570.00",
STN,Stonegate Mews,9 Stonegate Ln,A217,958,2,2,Occupied,"Ashworth, Valentina",valentina.ashworth@example.com,2024-02-26,2025-01-03,"$2,075.00","$2,070.00"
STN,Stonegate Mews,9 Stonegate Ln,A218,752,1,1,MTM,"Lindgren, Ilse",ilse.lindgren@example.com,2026-04-14,2027-04-14,"$1,450.00","1,395.00"
STN,Stonegate Mews,9 Stonegate Ln,A219,957,2,1.5,Occupied,"Villanueva, Aurelio","aurelio.villanueva@example,com",2024-07-20,2025-07-06,"$1,945.00","1,890.00"
STN,Stonegate Mews,9 Stonegate Ln,A220,698,1,1,Occupied,"Jelinek, Marisol",marisol.jelinek@example.com,2025-02-25,2026-01-26,"1,410.00","$1,355.00"
STN,Stonegate Mews,9 Stonegate Ln,A221,746,1,1,Occ,"Nakamura, Tamsin",tamsin.nakamura@example.com,2025-06-14,2026-02-06,"1,505.00","$1,455.00"
STN,Stonegate Mews,9 Stonegate Ln,A222,698,1,1,Occupied,"Wexler, Katrien",katrien.wexler@example.org,2025-08-08,2026-08-01,"1,500.00","$1,445.00"
STN,Stonegate Mews,9 Stonegate Ln,A223,800,1,1,NTV,"Zambrano, Ilse",ilse.zambrano@example.com,2026-02-01,2027-01-07,"1,625.00","$1,600.00"
STN,Stonegate Mews,9 Stonegate Ln,A224,778,1,1,Vacant,,,,,"1,595.00",
STN,Stonegate Mews,9 Stonegate Ln,A225,"1,005",2,1.5,Occupied,"Dupont, Katrien",katrien.dupont@example.com,2024-07-23,2025-01-27,-,"$1,835.00"
STN,Stonegate Mews,9 Stonegate Ln,A225,"1,005",2,1.5,Occupied,"Ashworth, Ferran",ferran.ashworth@example.com,2024-07-23,2025-01-27,"$1,895.00","$1,835.00"
STN,Stonegate Mews,9 Stonegate Ln,A226,758,1,1,Occupied,"Grierson, Bastien",bastien.grierson@example.org,2025-12-17,2026-08-26,"1,610.00","1,610.00"
STN,Stonegate Mews,9 Stonegate Ln,A226,758,1,1,Occupied,"Danquah, Dario",dario.danquah@mail.example.net,2026-05-08,2027-03-17,"1,610.00","$1,635.00"
STN,Stonegate Mews,9 Stonegate Ln,A227,,2,2,Notice,"Ashworth, Priya",priya.ashworth@example.com,2024-06-15,2025-05-22,"$1,885.00","$1,865.00"
STN,Stonegate Mews,9 Stonegate Ln,A228,968,2,1,Occupied,"Yoshida, Greta",greta.yoshida@mail.example.net,2026-06-01,2027-04-02,"1,920.00","$1,885.00"
STN,Stonegate Mews,9 Stonegate Ln,A229,"1,282",3,1.5,Occupied,"Ubaldi, Casimir",casimir.ubaldi@example.org,2024-07-21,2025-05-23,"2,325.00","2,325.00"
STN,Stonegate Mews,9 Stonegate Ln,A229,"1,282",3,1.5,Occupied,"Wexler, Delphine",delphine.wexler@example.com,2024-07-21,2025-05-23,"$2,325.00","$2,325.00"
STN,Stonegate Mews,9 Stonegate Ln,A230,448,0,1,Vacant,,,,,"1,135.00",
STN,Stonegate Mews,9 Stonegate Ln,A301,813,1,1,Occupied,"Engelhardt, Nadim",nadim.engelhardt@example.com,2026-01-31,2026-12-13,"1,645.00","$1,635.00"
STN,Stonegate Mews,9 Stonegate Ln,A302,730,1,1,Occupied,"Danquah, Zora",zora.danquah@mail.example.net,2025-10-04,2026-09-08,"1,515.00","$1,510.00"
STN,Stonegate Mews,9 Stonegate Ln,A303,"1,299",3,1,Notice,"Pemberton, Ferran",ferran.pemberton@example.com,2025-08-15,2026-04-05,"$2,345.00","2,305.00"
STN,Stonegate Mews,9 Stonegate Ln,A304,"1,070",2,2,MTM,"Mwangi, Lachlan",lachlan.mwangi@example.com,2025-09-07,2026-06-14,"$2,000.00","1,970.00"
STN,Stonegate Mews,9 Stonegate Ln,A305,789,1,1,Employee,"Villanueva, Priya",priya.villanueva@example.com,2026-03-09,2026-09-23,"$1,620.00","$1,580.00"
STN,Stonegate Mews,9 Stonegate Ln,A306,816,1,1,Occupied,"Radulescu, Katrien","katrien.radulescu@example,com",2024-03-01,2024-10-27,"1,570.00","1,535.00"
STN,Stonegate Mews,9 Stonegate Ln,A307,727,1,1,Occ,"Kowalczyk, Bastien",bastien.kowalczyk@example.com,2025-03-16,,-,"1,380.00"
STN,Stonegate Mews,9 Stonegate Ln,A308,950,2,1,Occ,"Haddad, Aurelio",aurelio.haddad@mail.example.net,2024-09-27,,"$1,970.00","1,960.00"
STN,Stonegate Mews,9 Stonegate Ln,A309,"1,240",3,1.5,Occ,"Cisneros, Rosalind",rosalind.cisneros@mail.example.net,2025-04-01,2025-10-16,"2,280.00","2,260.00"
STN,Stonegate Mews,9 Stonegate Ln,A310,"1,003",2,2,Occ,"Fontaine, Zora",zora.fontaine@example.com,2025-07-22,2026-03-20,"$2,045.00","2,015.00"
STN,Stonegate Mews,9 Stonegate Ln,A311,970,2,1.5,Occ,"Tavares, Nadim",nadim.tavares@example.org,2025-07-23,2026-05-17,"2,050.00","2,030.00"
STN,Stonegate Mews,9 Stonegate Ln,A312,"1,318",3,1.5,Occupied,"Nakamura, Dario",dario.nakamura@example.org,2026-06-04,2027-01-20,"$2,390.00","2,340.00"
STN,Stonegate Mews,9 Stonegate Ln,A312,"1,318",3,1.5,Occupied,"Pemberton, Xavier",xavier.pemberton@example.org,2026-06-04,2027-01-20,"$2,390.00","$2,340.00"
STN,Stonegate Mews,9 Stonegate Ln,A313,690,1,1,Occ,"Eriksen, Quentin",quentin.eriksen@example.com,2026-01-22,2027-01-13,"1,455.00","$1,435.00"
STN,Stonegate Mews,9 Stonegate Ln,A314,721,1,1,Vacant,,,,,"$1,435.00",
STN,Stonegate Mews,9 Stonegate Ln,A315,977,2,1.5,Occupied,"Pemberton, Delphine",delphine.pemberton@example.org,2024-08-02,2025-05-04,"$1,845.00","1,815.00"
STN,Stonegate Mews,9 Stonegate Ln,A316,945,2,1,Occ,"Zambrano, Bastien",bastien.zambrano@example.org,2025-05-21,2026-06-11,"$2,005.00","$1,995.00"
STN,Stonegate Mews,9 Stonegate Ln,A317,744,1,1,Occ,"Yoshida, Ferran",ferran.yoshida@mail.example.net,2025-08-14,,"$1,640.00","$1,605.00"
STN,Stonegate Mews,9 Stonegate Ln,A318,685,1,1,VAC,"Pemberton, Nadim",,,,"$1,525.00",
STN,Stonegate Mews,9 Stonegate Ln,A319,"1,033",2,1,Occ,"Sorokin, Greta",greta.sorokin@example.org,2026-03-24,2027-03-27,"$2,010.00","$1,990.00"
STN,Stonegate Mews,9 Stonegate Ln,A320,956,2,1,Occ,"Haddad, Hamza",hamza.haddad@example.com,2025-08-04,2026-08-05,"1,920.00","1,920.00"
STN,Stonegate Mews,9 Stonegate Ln,A321,780,1,1,Occ,"Dupont, Clemence",clemence.dupont@mail.example.net,2024-06-05,2025-01-20,"1,550.00","$1,510.00"
STN,Stonegate Mews,9 Stonegate Ln,A321,780,1,1,Occ,"Ishikawa, Wilhelmina",wilhelmina.ishikawa@example.com,2024-06-05,2025-01-20,"1,550.00","$1,510.00"
STN,Stonegate Mews,9 Stonegate Ln,A322,810,1,1,Model,,,,,"1,650.00",
STN,Stonegate Mews,9 Stonegate Ln,A323,961,2,1,NTV,"Wexler, Katrien",katrien.wexler@example.com,2025-06-08,,"$1,945.00","$1,910.00"
STN,Stonegate Mews,9 Stonegate Ln,A324,947,2,1.5,Vacant,,,,,"$1,965.00",
STN,Stonegate Mews,9 Stonegate Ln,A325,715,1,1,Occupied,"Villanueva, Ulrich",ulrich.villanueva@mail.example.net,2024-07-28,2025-08-18,"1,530.00","$1,495.00"
STN,Stonegate Mews,9 Stonegate Ln,A326,"1,065",2,1.5,Vacant,,,,,"$1,970.00",
STN,Stonegate Mews,9 Stonegate Ln,A327,"1,332",3,2,Notice,"Fontaine, Ferran",ferran.fontaine@example.com,2026-02-02,2027-02-08,"$2,390.00","2,370.00"
STN,Stonegate Mews,9 Stonegate Ln,A328,552,0,1,Employee,"Oyelaran, Greta",greta.oyelaran@example.org,2025-02-14,2026-02-05,"1,015.00","1,015.00"
STN,Stonegate Mews,9 Stonegate Ln,A329,991,2,1.5,Occ,"Fontaine, Ferran",ferran.fontaine@example.com,2026-02-13,,"$1,900.00","$1,855.00"
STN,Stonegate Mews,9 Stonegate Ln,A330,776,1,1,Occ,"Kowalczyk, Soren",soren.kowalczyk@example.com,2025-01-09,2025-10-16,"$1,590.00","1,585.00"
STN,Stonegate Mews,9 Stonegate Ln,B101,975,2,1.5,Occupied,"Zambrano, Clemence",clemence.zambrano@example.com,2024-02-15,2025-02-25,"1,850.00","1,800.00"
STN,Stonegate Mews,9 Stonegate Ln,B102,"1,255",3,1.5,Occupied,"Ubaldi, Soren",soren.ubaldi@example.com,2024-05-16,2024-12-25,"2,470.00","2,410.00"
STN,Stonegate Mews,9 Stonegate Ln,B103,811,1,1,Occ,"Pemberton, Tamsin",tamsin.pemberton@example.org,06/2026,2027-04-22,"1,445.00","1,440.00"
STN,Stonegate Mews,9 Stonegate Ln,B103,811,1,1,Occ,"Nakamura, Xavier",xavier.nakamura@example.org,2026-06-15,2027-04-22,"1,445.00","$1,440.00"
STN,Stonegate Mews,9 Stonegate Lane,B104,976,2,1.5,Occ,"Eriksen, Rosalind",rosalind.eriksen@example.com,2024-05-27,2025-03-31,"$1,985.00","1,940.00"
STN,Stonegate Mews,9 Stonegate Ln,B105,"1,006",2,1,Occupied,"Zambrano, Wilhelmina",wilhelmina.zambrano@example.com,2024-10-14,2025-07-20,"$1,865.00","$1,810.00"
STN,Stonegate Mews,9 Stonegate Ln,B106,"1,074",2,1.5,Occupied,"Nakamura, Joaquin",joaquin.nakamura@example.com,2025-01-09,2025-09-18,"$2,070.00","$2,025.00"
STN,Stonegate Mews,9 Stonegate Ln,B107,"1,032",2,1.5,Occupied,"Ashworth, Wilhelmina",wilhelmina.ashworth@example.org,2025-01-05,,"$1,975.00","1,940.00"
STN,Stonegate Mews,9 Stonegate Ln,B108,717,1,1,MTM,"Wexler, Ferran",ferran.wexler@example.com,2024-05-31,,"1,590.00","1,535.00"
STN,Stonegate Mews,9 Stonegate Ln,B109,697,1,1,Occ,"Lindgren, Amara",amara.lindgren@mail.example.net,2025-12-20,,"1,465.00","$1,420.00"
STN,Stonegate Mews,9 Stonegate Ln,B110,749,1,1,Occupied,"Villanueva, Elke",elke.villanueva@example.com,2024-10-30,2025-08-24,"1,485.00","$1,450.00"
STN,Stonegate Mews,9 Stonegate Ln,B111,976,2,2,Occ,"Ubaldi, Hamza",hamza.ubaldi@example.org,2025-01-25,2025-07-27,-,"1,865.00"
STN,Stonegate Mews,9 Stonegate Ln,B112,"1,046",2,1,Occupied,"Kowalczyk, Priya",priya.kowalczyk@mail.example.net,03/2024,2024-12-03,"1,965.00","1,950.00"
STN,Stonegate Mews,9 Stonegate Ln,B113,981,2,2,Occ,"Kowalczyk, Delphine",delphine.kowalczyk@example.org,2025-05-19,2026-04-22,"$1,825.00","$1,795.00"
STN,Stonegate Mews,9 Stonegate Ln,B114,"1,067",2,1.5,NTV,"Oyelaran, Hamza",hamza.oyelaran@example.com,2025-05-30,2026-02-07,"2,080.00","2,020.00"
STN,Stonegate Mews,9 Stonegate Ln,B115,780,1,1,Occ,"Haddad, Hamza",hamza.haddad@example.com,2024-08-12,2025-02-11,"1,485.00","$1,485.00"
STN,Stonegate Mews,9 Stonegate Ln,B115,780,1,1,Occupied,"Engelhardt, Delphine",delphine.engelhardt@example.com,2024-10-15,2025-10-28,"$1,485.00","1,510.00"
STN,Stonegate Mews,9 Stonegate Ln,B116,819,1,1,MTM,"Ferrante, Priya",priya.ferrante@mail.example.net,2024-12-20,2025-06-29,"1,400.00","$1,390.00"
STN,Stonegate Mews,9 Stonegate Ln,B117,"1,208",3,1.5,Occupied,"Engelhardt, Dario",dario.engelhardt@example.com,2024-09-15,2025-05-27,"$2,425.00","2,415.00"
STN,Stonegate Mews,9 Stonegate Ln,B118,748,1,1,Occupied,"Grierson, Aurelio",aurelio.grierson@example.com,2024-10-27,2025-11-12,"$1,405.00","1,360.00"
STN,Stonegate Mews,9 Stonegate Ln,B119,"1,302",3,2,Occupied,"Cisneros, Amara",amara.cisneros@example.com,2025-05-19,2026-04-27,"$2,445.00","$2,420.00"
STN,Stonegate Mews,9 Stonegate Ln,B120,763,1,1,Occupied,"Eriksen, Quentin",quentin.eriksen@example.org,2024-06-23,2025-02-21,"1,495.00","1,435.00"
STN,Stonegate Mews,9 Stonegate Ln,B121,996,2,2,MTM,"Ishikawa, Casimir",casimir.ishikawa@example.com,2024-09-09,2025-07-13,"2,080.00","$2,030.00"
STN,Stonegate Mews,9 Stonegate Ln,B122,999,2,2,MTM,"Tavares, Bastien",bastien.tavares@example.org,2025-03-05,2025-09-26,"2,075.00","$2,070.00"
STN,Stonegate Mews,9 Stonegate Ln,B122,999,2,2,MTM,"Mwangi, Elke",elke.mwangi@mail.example.net,2025-03-05,2025-09-26,"$2,075.00","2,070.00"
STN,Stonegate Mews,9 Stonegate Ln,B123,770,1,1,VAC,,,,,"$1,565.00",
STN,Stonegate Mews,9 Stonegate Ln,B124,813,1,1,Occ,"Pemberton, Ilse",ilse.pemberton@mail.example.net,2025-04-16,2026-03-15,"$1,585.00","1,530.00"
STN,Stonegate Mews,9 Stonegate Ln,B125,684,1,1,Occupied,"Pemberton, Valentina",valentina.pemberton@example.com,2026-03-05,2027-01-28,"$1,625.00","$1,595.00"
STN,Stonegate Mews,9 Stonegate Ln,B126,780,1,1,Model,,,,,"$1,410.00",
STN,Stonegate Mews,9 Stonegate Ln,B127,,0,1,Occupied,"Oyelaran, Quentin",quentin.oyelaran@example.com,2025-02-06,2026-01-10,"$1,170.00","$1,130.00"
STN,Stonegate Mews,9 Stonegate Ln,B128,731,1,1,Occupied,"Zambrano, Valentina",valentina.zambrano@example.com,2024-10-15,,"$1,590.00","$1,565.00"
STN,Stonegate Mews,9 Stonegate Ln,B129,"1,075",2,1,Occupied,"Lindgren, Amara",amara.lindgren@example.org,2025-07-17,2026-05-22,"1,975.00","$1,945.00"
STN,Stonegate Mews,9 Stonegate Ln,B130,"1,045",2,1.5,Occupied,"Dupont, Xavier",xavier.dupont@example.com,2023-07-28,2024-06-04,"$1,960.00","$1,890.00"
STN,Stonegate Mews,9 Stonegate Ln,B130,"1,045",2,1.5,Occupied,"Ishikawa, Delphine",delphine.ishikawa@example.org,2024-06-28,2025-03-22,"$1,960.00","$1,930.00"
STN,Stonegate Mews,9 Stonegate Ln,B201,"1,042",2,1.5,Notice,"Ferrante, Xavier",xavier.ferrante@example.org,2025-08-25,2026-07-19,"$1,940.00","$1,910.00"
STN,Stonegate Mews,9 Stonegate Ln,B202,959,2,1,Vacant,,,,,"$1,830.00",
STN,Stonegate Mews,9 Stonegate Ln,B203,798,1,1,Occ,"Fontaine, Lachlan",lachlan.fontaine@mail.example.net,2026-01-18,2027-02-01,"$1,415.00","1,355.00"
STN,Stonegate Mews,9 Stonegate Ln,B204,712,1,1,Occupied,"Tavares, Ferran",ferran.tavares@mail.example.net,2024-10-21,2025-07-16,"1,630.00","$1,570.00"
STN,Stonegate Mews,9 Stonegate Ln,B205,783,1,1,Occ,"Engelhardt, Greta",greta.engelhardt@example.com,2026-06-07,2027-04-26,"1,445.00","$1,445.00"
STN,Stonegate Mews,9 Stonegate Ln,B206,680,1,1,MTM,"Eriksen, Yannick",yannick.eriksen@example.com,2024-09-09,2025-04-19,"1,485.00","1,450.00"
STN,Stonegate Mews,9 Stonegate Ln,B207,"1,235",3,1.5,Notice,"Ishikawa, Joaquin",joaquin.ishikawa@example.com,2025-10-09,2026-10-08,"$2,320.00","2,290.00"
STN,Stonegate Mews,9 Stonegate Ln,B208,803,1,1,Occupied,"Villanueva, Casimir",casimir.villanueva@example.com,2025-09-25,2026-04-13,"$1,460.00","$1,410.00"
STN,Stonegate Mews,9 Stonegate Ln,B209,"1,037",2,1,Vacant,,,,,"1,860.00",
STN,Stonegate Mews,9 Stonegate Lane,B210,"1,000",2,1,Occupied,"Fontaine, Bettina",bettina.fontaine@example.com,2025-02-02,2025-10-15,"$1,955.00","1,950.00"
STN,Stonegate Mews,9 Stonegate Ln,B211,818,1,1,Down,,,,,"1,605.00",
STN,Stonegate Mews,9 Stonegate Ln,B212,"1,068",2,1,Occ,"Jelinek, Ulrich",ulrich.jelinek@mail.example.net,2025-11-23,2026-10-10,"$1,865.00","$1,810.00"
