MRN,Last Name,First Name,DOB,Sex,Email,Insurance,Member #,Coverage Start,Coverage End,Allergies,SSN,Problem List
206727,Delacroix,Ruben,1995-12-07,M,ruben.delacroix@example.com,United Healthcare,98893018,2025-10-19,,NKDA,900-92-2268,J45.909
206728,Kowalski,Femi,1944-01-19,M,femi.kowalski@mail.example.net,BCBS TX,ZGP7328657,2024-08-15,,NKDA,,I10
206729,Lindqvist,Thanh,1984-09-30,U,thanh.lindqvist@example.com,Self Pay,,,,,900-70-5087,I10; J45.909
206730,Mbeki,Piotr,2022-12-30,,piotr.mbeki@example.com,Blue Cross Blue Shield of Texas,ZGP3789401,2025-11-18,2026-04-22,,900-32-1653,I10
206731,Mbeki,Ximena,2015-12-09,F,,AETNA,W2565151,2024-11-16,,,,
206732,Marchetti,Julien,1966-07-28,X,julien.marchetti@example.com,Blue Cross Blue Shield of Texas,ZGP8288815,2026-02-17,,NKDA,900-46-8522,E11.9; I10
206733,Novotny,Ximena,2006-12-05,F,ximena.novotny@mail.example.net,Medicare,1EG48078772,2026-02-21,2026-04-07,NKDA,900-36-8605,J45.909
206734,Sandoval,Luz,1996-09-14,F,,Humana,H3082694,2023-10-23,,,900-45-6327,
206735,Hollis,Margot,1957-07-05,F,margot.hollis@example.com,BCBS TX,ZGP9695596,2025-02-02,,Penicillin; Peanuts; Latex,,E11.9
206736,Delacroix,Ruben,1946-11-23,M,ruben.delacroix@mail.example.net,Medicare,1EG45857269,2023-03-20,2023-07-22,"Latex, Penicillin",900-18-3371,E11.9
206737,Lindqvist,Margot,2021-06-12,Female,margot.lindqvist@,BCBS TX,ZGP4294131,2023-05-14,,Penicillin,900-88-2086,E11.9; I10
206738,Vasquez,Elsa,10/12/15,F,elsa.vasquez@example.org,United Healthcare,92203096,2024-09-29,,Penicillin; Sulfa drugs,900-10-3947,I10; J45.909
206739,Ramirez,Kwame,2/15/59,M,kwame.ramirez@example.com,Humana,H3651828,2024-08-17,,,900-82-2211,
206740,Hollis,Beatriz,7/2/41,,beatriz.hollis@mail.example.net,Self Pay,,,,,900-84-6999,E11.9
206741,Alvarez,Haruki,1981-05-17,MALE,haruki.alvarez@example.org,United Healthcare,91634167,2025-11-01,,,900-94-7473,E11.9
206742,Baptiste,Cordelia,2/15/52,f,cordelia.baptiste@,Aetna,W8487450,2023-02-19,,NKDA,900-18-4315,I10; J45.909
206743,Escobar,Rosa,1966-09-05,Female,,BCBS TX,ZGP3347159,2026-05-28,,,900-13-1622,
206744,Vasquez,Ruben,2015-04-14,MALE,,Cigna,U9137351,2024-10-26,,Penicillin,900-76-5652,E11.9
206745,Ionescu,Mateo,1963-08-29,M,mateo.ionescu@example.org,United Healthcare,92904935,2023-03-21,,Latex,900-28-1404,
206746,Yamada,Vera,1954-07-18,F,,Medicare,1EG49824164,2023-08-16,,,900-83-6311,
206747,Lindqvist,Adriana,1931-11-07,F,adriana.lindqvist@mail.example.net,Blue Cross Blue Shield of Texas,ZGP4039803,2023-03-07,,Penicillin,900-22-6558,
206748,Kowalski,Emile,1979-06-25,m,emile.kowalski@example.com,BCBS TX,ZGP8909967,2024-01-12,,NSAIDs; Peanuts,900-37-7378,
206749,Delacroix,Everett,1962-11-29,M,everett.delacroix@example.com,UHC,91987993,2025-02-13,,Penicillin; Sulfa drugs,900-44-7893,I10
206750,Yamada,Rosa,1987-04-26,F,rosa.yamada@example.com,Medicare,1EG48118551,2025-08-09,,Penicillin,900-83-9074,
206751,Lindqvist,Naledi,1963-05-22,F,naledi.lindqvist@example.org,Aetna,W1302187,2024-01-12,,,900-14-5567,E11.9
206752,Kowalski,Camila,1971-11-24,F,camila.kowalski@example.com,Aetna,W4141084,2026-03-24,,NSAIDs; Peanuts,900-39-6675,I10
206753,Yamada,Luz,7/28/73,F,,Cigna,U3495013,2024-11-08,2025-05-17,NKDA,900-46-4487,E11.9
206754,Novotny,Anya,2019-03-13,F,anya.novotny@example.com,Medicare,1EG45701684,2024-06-08,,Shellfish,900-19-8237,
206755,Halvorsen,Kwame,1993-12-25,MALE,kwame.halvorsen@mail.example.net,Medicare,1EG44204964,2023-09-19,,,900-18-2539,
206756,Yamada,Nora,2008-01-25,F,nora.yamada@example.org,United Healthcare,96597769,2025-03-15,,Latex,,
206757,Alvarez,Ximena,2000-12-13,Female,ximena.alvarez@example.com,BCBS TX,ZGP2386552,2025-04-02,,Peanuts; Shellfish,900-86-5439,
206758,Marchetti,Everett,2008-01-14,M,everett.marchetti@mail.example.net,Medicare,1EG41349143,2025-01-29,,NKDA,900-45-7490,J45.909
206759,Delacroix,Cordelia,2006-09-17,F,cordelia.delacroix@example.com,UHC,94365402,2025-02-24,2026-05-19,Peanuts; Shellfish,900-63-8269,I10
206760,Ramirez,Camila,1984-06-22,F,camila.ramirez@example.com,UHC,95112477,2023-01-20,,,900-27-9962,
206761,Marchetti,Beatriz,1960-06-25,F,beatriz.marchetti@mail.example.net,Aetna,W7807446,2025-06-09,2025-11-19,Latex,900-14-5639,J45.909
206762,Delacroix,Thanh,1967-02-09,F,thanh.delacroix@example.com,Medicare,1EG46031123,2025-10-04,2024-09-13,Penicillin,,E11.9; I10
206763,Baptiste,Giulia,1942-09-15,F,giulia.baptiste@example.com,BCBS TX,ZGP5193750,2025-11-21,,Latex,900-95-9463,
206764,Mbeki,Kwame,1979-04-25,M,kwame.mbeki@mail.example.net,Aetna,W4956251,2023-07-21,,,900-98-1541,I10; J45.909
206765,Mbeki,Sigrid,2001-04-25,F,sigrid.mbeki@example.com,Blue Cross Blue Shield of Texas,ZGP2236199,2023-05-11,,Penicillin,900-83-9791,
206766,Osei,Sigrid,2018-02-24,F,sigrid.osei@mail.example.net,Aetna,W8474779,2023-08-31,,Peanuts; Shellfish,900-45-3661,
206767,Vasquez,Luz,1934-06-22,F,luz.vasquez@example.org,Humana,H4745551,2025-10-16,,Shellfish,900-69-9882,I10
206768,Alvarez,Julien,2002-12-09,M,julien.alvarez@example.com,Medicare,1EG48634140,2023-10-17,,Peanuts; Shellfish,900-13-1802,
206769,Sandoval,Margot,1952-11-07,U,,Cigna,U7181539,2026-02-04,,,900-62-5563,E11.9
206770,Thorne,Ximena,1987-10-14,F,ximena.thorne@example.com,United Healthcare,92667240,2025-01-27,2026-11-01,,900-48-5530,
206771,Thorne,Ximena,2014-02-05,F,ximena.thorne@mail.example.net,United Healthcare,98162231,2023-05-18,,,900-62-3943,E11.9; I10
206772,Halvorsen,Emile,9/5/31,M,,Aetna,W8670694,2026-01-29,,Penicillin,,I10
206773,Baptiste,Julien,2012-02-28,m,,Cigna,U2025569,2025-08-03,,Peanuts; Shellfish,900-30-3560,E11.9; I10; J45.909
206774,Petrov,Naledi,1990-08-13,F,,Medicare,1EG44015040,2026-01-21,,Sulfa drugs; NSAIDs,900-38-9743,
206775,Delacroix,Beatriz,1931-11-19,F,beatriz.delacroix@example.com,Humana,H9098049,2023-12-11,,NKDA,900-94-4687,
206776,Osei,Cordelia,6/28/76,f,cordelia.osei@example.com,Blue Cross Blue Shield of Texas,ZGP6734599,2024-12-16,,,900-46-6822,E11.9
206777,Halvorsen,Giulia,1962-11-01,F,,AETNA,W7338069,2024-11-01,2027-02-08,,900-15-5838,E11.9
206778,Baptiste,Luz,7/18/69,F,luz.baptiste@example.com,United Healthcare,91542832,2025-07-22,,Penicillin,900-95-6432,
206779,Whitfield,Chidi,1935-11-10,M,chidi.whitfield@example.com,United Healthcare,95817606,2026-02-16,,,900-41-5207,E11.9; I10
206780,Petrov,Emile,1995-08-22,M,emile.petrov@example.com,Medicare,1EG45779330,2025-05-17,,Penicillin,,
206781,Alvarez,Everett,1998-03-07,M,everett.alvarez@example.com,Blue Cross Blue Shield of Texas,ZGP4752867,2023-04-18,,Penicillin,900-37-8548,I10
206782,Aguilar,Femi,1985-10-09,M,femi.aguilar@example.com,Medicare,1EG43563752,2024-08-28,,,900-36-7534,I10
206783,Moreau,Wendell,1993-08-10,M,wendell.moreau@example.com,Blue Cross Blue Shield of Texas,ZGP7081427,2023-02-02,,,900-99-5691,E11.9; I10
206784,Achebe,Ines,1/25/49,F,,Medicare,1EG49304875,2025-08-25,,NKDA,900-61-6617,J45.909
206785,Bergstrom,Ximena,2012-03-26,X,ximena.bergstrom@mail.example.net,Blue Cross Blue Shield of Texas,ZGP3134546,2025-07-31,,PCN,900-53-2736,I10
206786,Castellanos,Cordelia,2018-11-06,F,cordelia.castellanos@example.com,Self Pay,,,,Penicillin,900-97-6181,I10
206787,Petrov,Thanh,2/13/22,Female,thanh.petrov@example.com,Aetna,W6038042,2026-01-27,,PCN,,E11.9
206788,Bergstrom,Anya,1958-02-28,Female,anya.bergstrom@mail.example.net,Blue Cross Blue Shield of Texas,ZGP6114669,2024-04-01,,Latex,,E11.9
206789,Nguyen,Naledi,1972-11-09,F,naledi.nguyen@example.com,United Healthcare,93159447,2024-06-07,,Sulfa drugs; NSAIDs,900-28-2601,I10
206790,Moreau,Nora,1971-09-06,F,nora.moreau@example.com,BCBS TX,ZGP4039031,2024-09-19,2024-12-22,"Latex, Penicillin",900-84-3793,E11.9; I10
206791,Escobar,Luz,1967-05-29,,,Medicare,1EG43751408,2024-08-05,,,900-76-6981,I10
206792,Escobar,Vera,1986-12-07,F,vera.escobar@example.com,Aetna,W5090957,2023-10-01,,,900-10-3816,I10
206793,Marchetti,Elsa,1959-11-03,Female,elsa.marchetti@mail.example.net,Cigna,U6730321,2023-07-20,2024-08-20,,,
206794,Petrov,Haruki,2023-06-28,M,,Cigna,U5950229,2026-01-20,,Penicillin; Sulfa drugs,900-21-1616,E11.9
206795,Sandoval,Giulia,2022-02-27,f,giulia.sandoval@example.org,Cigna,U6490220,2023-10-13,2024-02-19,NKDA,900-84-5915,I10
206796,Novotny,Kwame,1954-01-02,M,kwame.novotny@mail.example.net,BCBS TX,ZGP3450861,2024-05-26,,Sulfa drugs; NSAIDs,900-74-3288,E11.9
206797,Hollis,Beatriz,1984-11-30,F,beatriz.hollis@mail.example.net,BCBS TX,ZGP6001786,2025-10-02,,PCN,900-18-7235,
206798,Ramirez,Sigrid,2005-09-30,F,sigrid.ramirez@example.com,Medicare,1EG41400326,2023-02-11,,PCN,900-49-2817,E11.9
206799,Novotny,Everett,1975-01-25,m,everett.novotny@example.com,Aetna,W4366314,2025-12-16,,,900-72-3929,I10
206800,Delacroix,Alden,2013-12-22,M,alden.delacroix@mail.example.net,UHC,94923234,2023-08-10,,Latex,900-29-6637,E11.9
206801,Okafor,Bjorn,1976-04-30,M,bjorn.okafor@mail.example.net,United Healthcare,91142367,2025-03-01,2023-10-18,PCN,900-31-8990,E11.9; I10
206802,Bergstrom,Alden,2003-06-26,M,,Blue Cross Blue Shield of Texas,ZGP3339785,2026-04-28,,,900-76-8464,
206803,Castellanos,Luz,1963-01-28,Female,luz.castellanos@example.com,Cigna,U5170417,2025-07-15,,Latex,900-48-5914,
206804,Escobar,Vera,1961-05-05,F,vera.escobar@mail.example.net,Medicare,1EG43142713,2024-04-09,,Sulfa drugs; NSAIDs,900-94-1877,J45.909
206805,Baptiste,Wendell,1939-10-14,X,wendell.baptiste@example.com,Medicare,1EG42219893,2024-02-29,,Peanuts; Shellfish,900-15-8587,E11.9
206806,Achebe,Piotr,2005-07-31,M,,United Healthcare,98709767,2024-05-26,,Penicillin,900-35-2304,I10; J45.909
206807,Marchetti,Emile,2008-02-11,M,emile.marchetti@mail.example.net,Aetna,W7919059,2024-09-11,,,900-69-8376,
206808,Halvorsen,Wendell,1955-12-28,M,wendell.halvorsen@mail.example.net,Medicare,1EG43952462,2025-07-11,,Penicillin; Sulfa drugs,,E11.9
206809,Ridley,Beatriz,1967-09-26,F,beatriz.ridley@example.com,UHC,95705854,2026-03-12,,,900-95-9478,I10; J45.909
206810,Ramirez,Adriana,1940-02-22,F,adriana.ramirez@example.org,AETNA,W1417067,2024-01-13,,Penicillin,900-95-1025,J45.909
206811,Ionescu,Haruki,1943-11-11,M,haruki.ionescu@example.com,United Healthcare,92703954,2024-05-11,,Penicillin,900-84-1914,E11.9
206812,Ferreira,Kwame,1932-10-13,M,kwame.ferreira@example.com,AETNA,W4683246,2023-09-17,,Penicillin; Sulfa drugs,900-54-7876,I10
206813,Yamada,Giulia,2012-11-05,F,giulia.yamada@example.com,Medicare,1EG45778011,2023-07-07,,,,E11.9; I10
206814,Fitzgerald,Ines,1970-05-30,F,ines.fitzgerald@example.com,Aetna,W4973331,2025-12-02,,,,J45.909
206815,Nguyen,Ximena,1956-03-13,F,,Aetna,W9555405,2023-07-10,,,900-11-4218,
206816,Bergstrom,Vera,1962-02-12,F,vera.bergstrom@example.org,Blue Cross Blue Shield of Texas,ZGP4260467,2025-07-25,2027-01-11,Penicillin; Sulfa drugs,900-61-2874,
206817,Novotny,Ximena,1946-02-11,F,ximena.novotny@example.org,BCBS TX,ZGP8107433,2023-10-14,,,900-73-6571,E11.9; I10
206818,Bergstrom,Ruben,1947-08-30,M,ruben.bergstrom@example.com,BCBS TX,ZGP7506967,2023-11-17,,NKDA,900-66-5213,I10
206819,Bergstrom,Margot,2015-05-01,F,margot.bergstrom@,Blue Cross Blue Shield of Texas,ZGP1521922,2025-10-13,,,900-54-7789,
206820,Castellanos,Haruki,1951-11-26,MALE,haruki.castellanos@example.com,BCBS TX,ZGP1930735,2026-05-26,,NSAIDs; Peanuts,,
206821,Halvorsen,Chidi,2014-09-18,M,chidi.halvorsen@example.com,Aetna,W6894299,2026-06-13,,,900-59-1933,E11.9
206822,Novotny,Julien,1962-02-07,M,julien.novotny@example.org,United Healthcare,99456735,2025-08-05,,Penicillin,900-89-7492,E11.9; I10
206823,Alvarez,Chidi,2013-10-17,M,chidi.alvarez@mail.example.net,United Healthcare,91276857,2025-05-23,,NKDA,900-33-1216,I10
206824,Okafor,Julien,2020-08-21,m,julien.okafor@example.org,United Healthcare,96040571,2026-01-14,,PCN,900-37-9941,E11.9; I10
206825,Ferreira,Nora,1953-10-21,Female,nora.ferreira@example.com,Self Pay,,,,NKDA,900-93-8576,I10
206826,Alvarez,Bjorn,1969-04-15,M,bjorn.alvarez@example.com,Medicare,1EG42519538,2023-11-08,2026-03-24,Latex,900-91-9175,E11.9; I10
206827,Halvorsen,Rosa,2021-01-31,,rosa.halvorsen@example.com,Self Pay,,,,NKDA,900-14-4929,E11.9; I10
206828,Mbeki,Vera,2002-03-03,Female,vera.mbeki@mail.example.net,Cigna,U6843810,2024-05-22,,,900-27-5164,
206829,Aguilar,Wendell,1998-10-29,MALE,wendell.aguilar@example.com,BCBS TX,ZGP5615325,2023-08-04,,,900-41-8046,J45.909
206830,Ramirez,Kwame,2006-06-17,M,kwame.ramirez@example.org,Medicare,1EG41533555,2024-01-26,,,900-71-3297,I10
206831,Whitfield,Mateo,1964-04-29,M,mateo.whitfield@example.com,Self Pay,,,,Sulfa drugs; NSAIDs,,E11.9; I10
206832,Castellanos,Anya,1991-07-23,F,,Blue Cross Blue Shield of Texas,ZGP2764476,2026-04-20,2027-12-08,Penicillin,900-19-2235,I10
206833,Delacroix,Thanh,1985-05-10,,thanh.delacroix@example.com,Blue Cross Blue Shield of Texas,ZGP1912285,2023-09-11,,Penicillin,,J45.909
206834,Marchetti,Haruki,1934-06-24,MALE,haruki.marchetti@example.com,Cigna,U3710212,2023-01-11,,,900-84-8104,
206835,Vasquez,Emile,1971-08-10,M,emile.vasquez@mail.example.net,United Healthcare,92807516,2025-12-23,,,900-93-8181,
206836,Novotny,Vera,1998-12-07,F,,Blue Cross Blue Shield of Texas,ZGP3831314,2023-08-13,,NSAIDs; Peanuts,900-51-9292,E11.9; I10; J45.909
206837,Lindqvist,Nora,2008-09-15,F,nora.lindqvist@example.com,Medicare,1EG44276851,2023-11-10,,Sulfa drugs; NSAIDs,900-17-6225,E11.9; I10; J45.909
206838,Ridley,Naledi,1962-01-31,F,,Aetna,W5221955,2024-04-01,,,900-47-2619,J45.909
206839,Ionescu,Nora,2021-11-19,Female,nora.ionescu@example.com,Blue Cross Blue Shield of Texas,ZGP4133999,2025-04-12,,NSAIDs; Peanuts,900-13-4307,I10
206840,Mbeki,Rosa,1997-04-10,F,,United Healthcare,91092249,2026-01-24,2026-11-09,Penicillin; Sulfa drugs,900-46-3228,E11.9
206841,Moreau,Giulia,1937-10-13,F,giulia.moreau@example.org,Blue Cross Blue Shield of Texas,ZGP9014949,2024-03-11,,Penicillin; Sulfa drugs,900-52-1935,
206842,Ramirez,Bjorn,2/14/89,MALE,bjorn.ramirez@example.com,United Healthcare,97780789,2025-07-06,2026-05-07,,900-92-6132,I10
206843,Halvorsen,Everett,1967-05-10,MALE,everett.halvorsen@example.com,Medicare,1EG47816278,2024-05-10,,Penicillin; Peanuts; Latex,900-79-1035,J45.909
206844,Escobar,Haruki,1949-12-13,M,haruki.escobar@mail.example.net,United Healthcare,95038602,2024-08-05,,Penicillin; Peanuts; Latex,900-59-6374,E11.9; I10
206845,Novotny,Margot,1941-10-01,F,,UHC,97616942,2023-05-05,,Peanuts; Shellfish,900-70-9410,
206846,Aguilar,Ines,1948-08-11,F,,United Healthcare,96554263,2024-04-21,,Penicillin; Peanuts; Latex,900-42-3080,I10; J45.909
206847,Baptiste,Beatriz,1984-09-02,Female,,Aetna,W6171980,2024-11-24,,Peanuts; Shellfish,900-65-3801,J45.909
206848,Yamada,Mateo,1956-11-04,m,mateo.yamada@example.org,Self Pay,,,,Shellfish,900-18-7819,E11.9
206849,Achebe,Chidi,1951-11-18,MALE,chidi.achebe@mail.example.net,United Healthcare,99550651,2024-12-13,2027-04-08,Sulfa drugs; NSAIDs,900-91-4419,
206850,Baptiste,Piotr,1986-03-05,MALE,,Cigna,U5718876,2024-06-24,,,900-27-9308,I10
206851,Nguyen,Vera,1941-03-29,Non-binary,,Aetna,W3573810,2023-12-29,,Latex,900-14-7691,J45.909
206852,Lindqvist,Wendell,1948-06-30,M,wendell.lindqvist@example.com,Self Pay,,,,PCN,900-81-3151,I10; J45.909
206853,Fitzgerald,Naledi,1973-09-01,f,naledi.fitzgerald@example.com,Aetna,W3864757,2024-01-02,2025-02-06,,900-80-4001,J45.909
206854,Yamada,Julien,1974-07-10,M,julien.yamada@example.com,United Healthcare,94061488,2024-04-22,,NKDA,900-87-4872,
206855,Osei,Rosa,1999-04-24,F,,Cigna,U9043930,2026-05-01,,Shellfish,900-94-5984,
206856,Novotny,Chidi,2000-04-27,M,chidi.novotny@mail.example.net,Cigna,U7224742,2023-12-18,,,900-29-9882,J45.909
206857,Ionescu,Ruben,2004-08-25,m,ruben.ionescu@example.com,Medicare,1EG41210591,2025-04-07,,Penicillin,900-75-6752,E11.9; I10
206858,Yamada,Luz,1977-12-29,F,,Cigna,U3368643,2023-01-22,,Sulfa drugs; NSAIDs,900-70-6920,E11.9; I10
206859,Escobar,Piotr,1938-12-30,M,,Humana,H6854657,2025-08-12,,NKDA,900-70-8007,E11.9
206860,Bergstrom,Nora,1958-07-26,Female,nora.bergstrom@example.org,Cigna,U9961080,2023-02-17,,Peanuts; Shellfish,900-72-9471,
206861,Hollis,Ruben,1960-12-28,M,ruben.hollis@example.com,Aetna,W6102700,2025-09-17,,Penicillin,900-88-1847,E11.9; I10
206862,Ridley,Kwame,1978-02-12,M,kwame.ridley@example.com,Medicare,1EG49753545,2026-01-17,,NSAIDs; Peanuts,900-66-1303,
206863,Lindqvist,Elsa,1956-07-18,F,elsa.lindqvist@example.com,Blue Cross Blue Shield of Texas,ZGP9070075,2024-10-31,2025-09-21,Penicillin; Peanuts; Latex,900-55-4334,E11.9
206864,Halvorsen,Rosa,1986-05-27,f,rosa.halvorsen@example.com,BCBS TX,ZGP6425249,2023-11-09,,PCN,,
206865,Castellanos,Giulia,1993-10-28,F,giulia.castellanos@example.com,BCBS TX,ZGP2473464,2025-11-07,,,,I10; J45.909
206866,Hollis,Bjorn,1931-10-17,M,bjorn.hollis@example.com,Aetna,W8790261,2024-03-04,,Penicillin,900-78-1502,
206867,Baptiste,Ruben,1966-04-14,M,ruben.baptiste@example.com,Blue Cross Blue Shield of Texas,ZGP5715137,2023-08-15,,,900-99-3266,E11.9
206868,Alvarez,Anya,1984-10-21,F,anya.alvarez@mail.example.net,Self Pay,,,,Penicillin,,
206869,Ramirez,Elsa,2001-04-23,F,elsa.ramirez@example.com,Blue Cross Blue Shield of Texas,ZGP2873135,2024-06-20,2025-05-31,,900-92-1762,
206870,Osei,Luz,2003-05-16,F,luz.osei@example.com,UHC,96824753,2024-02-01,2026-03-11,,,J45.909
206871,Petrov,Wendell,1937-01-21,MALE,wendell.petrov@example.org,AETNA,W9618273,2023-01-17,,NKDA,900-81-8710,
206872,Kowalski,Wendell,1944-05-21,M,,Aetna,W9364351,2024-04-08,2025-12-02,Penicillin; Sulfa drugs,900-94-9157,
206873,Delacroix,Rosa,1953-09-27,F,rosa.delacroix@example.com,Humana,H7371475,2025-05-24,,,900-84-2772,
206874,Okafor,Adriana,1976-10-30,F,adriana.okafor@example.org,Aetna,W9139864,2024-04-14,2026-07-04,Penicillin; Peanuts; Latex,900-62-1989,
206875,Hollis,Ximena,2017-02-05,F,,United Healthcare,97741322,2023-10-28,,PCN,900-93-8784,J45.909
206876,Escobar,Vera,5/5/59,Female,vera.escobar@example.com,UHC,95070601,2024-10-13,,Latex,900-56-7562,E11.9
206877,Mbeki,Kwame,1968-05-26,M,kwame.mbeki@example.com,UHC,91492439,2024-10-03,,PCN,900-15-7944,E11.9; I10
206878,Achebe,Thanh,1932-02-05,F,thanh.achebe@example.com,Blue Cross Blue Shield of Texas,ZGP1320642,2025-08-04,,,900-37-5904,E11.9; I10; J45.909
206879,Ferreira,Giulia,2024-06-24,F,,Medicare,1EG47679464,2026-01-02,,Penicillin; Sulfa drugs,,E11.9
206880,Ridley,Anya,1974-04-08,F,anya.ridley@mail.example.net,Medicare,1EG48958027,2023-10-21,2024-11-05,Contrast dye; Latex,,E11.9
206881,Yamada,Thanh,2002-04-08,F,,Medicare,1EG43453253,2023-10-19,,Shellfish,900-71-2366,
206882,Ramirez,Ruben,1992-12-25,M,ruben.ramirez@example.org,Blue Cross Blue Shield of Texas,ZGP9866808,2025-08-10,,,900-26-7105,E11.9; I10
206883,Sandoval,Julien,1939-08-19,m,,Cigna,U2800248,2024-02-01,,Latex,900-38-9792,
206884,Yamada,Vera,1951-10-07,F,vera.yamada@example.org,Cigna,U9656764,2023-09-13,,Latex,900-48-3294,J45.909
206885,Castellanos,Giulia,2005-05-09,F,giulia.castellanos@example.com,UHC,94380392,2023-09-09,,,900-31-5166,I10
206886,Bergstrom,Thanh,2015-04-16,F,thanh.bergstrom@example.com,Cigna,U3527539,2024-04-08,,Contrast dye; Latex,900-46-1416,E11.9; I10; J45.909
206887,Yamada,Kwame,1949-05-11,M,kwame.yamada@example.com,Medicare,1EG45491470,2023-10-27,,NKDA,900-18-1073,
206888,Lindqvist,Cordelia,2001-02-17,F,cordelia.lindqvist@example.org,Aetna,W7522548,2023-12-19,,Penicillin,,
206889,Marchetti,Nora,1971-12-03,F,nora.marchetti@example.com,Humana,H4419792,2026-02-23,2027-04-08,NKDA,900-38-5090,I10
206890,Yamada,Thanh,1956-07-10,F,,Blue Cross Blue Shield of Texas,ZGP4021382,2023-02-11,2025-01-15,,,E11.9; I10
206891,Vasquez,Julien,2018-10-18,MALE,,BCBS TX,ZGP5082661,2024-08-04,2026-10-20,Latex,900-31-8472,E11.9; I10
206892,Osei,Elsa,1994-04-11,Female,elsa.osei@example.com,Humana,H6517928,2025-01-03,,Contrast dye; Latex,900-26-7562,E11.9; I10
206893,Bergstrom,Anya,1970-02-05,F,anya.bergstrom@mail.example.net,Aetna,W1099869,2024-06-08,2026-10-07,,900-65-8893,I10
206894,Osei,Haruki,1990-03-19,M,haruki.osei@example.com,United Healthcare,91482556,2024-03-20,,Latex,900-19-4831,E11.9
206895,Osei,Adriana,2020-06-01,Female,,United Healthcare,99389873,2025-08-27,,NKDA,900-30-4318,I10; J45.909
206896,Okafor,Cordelia,2007-12-01,F,,Blue Cross Blue Shield of Texas,ZGP1295366,2024-11-13,,,900-95-5098,I10
206897,Escobar,Vera,10/20/67,Female,,Medicare,1EG49456704,2025-10-12,2026-08-12,,,E11.9; I10
206898,Ramirez,Haruki,1981-02-11,MALE,haruki.ramirez@example.com,Blue Cross Blue Shield of Texas,ZGP7182025,2023-01-23,,PCN,900-52-3452,
206899,Moreau,Ines,1971-08-12,F,ines.moreau@example.com,UHC,98716602,2026-05-01,,Penicillin; Sulfa drugs,900-24-6909,I10
206900,Thorne,Elsa,3/30/08,Female,elsa.thorne@example.com,United Healthcare,91399813,2023-07-14,,,900-38-3572,
206901,Marchetti,Ines,1937-09-09,Female,ines.marchetti@example.com,Cigna,U1632700,2023-12-03,,,900-23-2050,E11.9; I10
206902,Nguyen,Piotr,1936-06-23,M,piotr.nguyen@mail.example.net,United Healthcare,93659846,2024-05-22,,NKDA,900-57-9004,
206903,Halvorsen,Alden,1980-09-25,m,alden.halvorsen@example.com,Humana,H5311427,2026-06-02,,PCN,900-68-3085,E11.9; I10; J45.909
205119,Bergstrom,Chidi,2009-12-01,M,,UHC,99226271,2025-05-20,,,900-26-6875,I10; J45.909
206905,Thorne,Vera,1960-07-08,F,,Blue Cross Blue Shield of Texas,ZGP8869101,2024-02-16,,,900-95-8789,
206906,Escobar,Mateo,1943-03-28,M,mateo.escobar@mail.example.net,BCBS TX,ZGP7377881,2023-10-05,,NSAIDs; Peanuts,900-79-2108,
206907,Whitfield,Camila,1957-06-26,Female,camila.whitfield@example.com,Aetna,W6952844,2025-06-24,,,900-23-6005,E11.9
206908,Ridley,Chidi,1987-07-10,M,,Medicare,1EG44644935,2024-02-06,,Penicillin; Sulfa drugs,900-93-5342,I10
206909,Hollis,Adriana,1943-05-19,F,adriana.hollis@mail.example.net,Humana,H9555696,2023-06-28,,NKDA,900-21-4027,I10; J45.909
206910,Achebe,Mateo,2002-09-26,M,,Aetna,W1725190,2023-04-20,,"Latex, Penicillin",900-63-1811,E11.9; I10; J45.909
206911,Hollis,Sigrid,1932-03-08,F,sigrid.hollis@mail.example.net,Self Pay,,,,Peanuts; Shellfish,900-11-6712,
206912,Escobar,Femi,1968-04-17,X,femi.escobar@example.com,Humana,H6471571,2023-01-27,,NKDA,900-11-8756,J45.909
206913,Okafor,Adriana,1966-09-08,F,adriana.okafor@example.com,Self Pay,,,,NKDA,900-61-5048,E11.9
206914,Delacroix,Alden,1994-12-08,M,alden.delacroix@example.com,United Healthcare,98311249,2024-12-09,,Latex,900-67-2822,
206915,Thorne,Vera,1978-08-17,F,,United Healthcare,97689832,2025-01-11,,Penicillin,900-62-3686,I10
206916,Ridley,Ruben,1956-05-17,M,,United Healthcare,91773572,2025-09-15,,Penicillin; Sulfa drugs,,E11.9; I10; J45.909
206917,Sandoval,Ines,1981-10-02,f,ines.sandoval@example.org,Humana,H2413527,2024-10-07,,Penicillin,900-99-1856,J45.909
206918,Bergstrom,Naledi,1950-06-14,f,naledi.bergstrom@example.com,Medicare,1EG44390898,2023-03-24,,,900-12-6723,I10; J45.909
206919,Sandoval,Camila,10/6/70,F,,UHC,95258482,2026-05-29,,Contrast dye; Latex,,E11.9; I10; J45.909
206920,Osei,Piotr,2014-04-27,M,piotr.osei@example.com,Humana,H1344908,2025-03-24,,Peanuts; Shellfish,900-25-7762,E11.9
206921,Bergstrom,Piotr,1958-04-21,MALE,piotr.bergstrom@example.com,UHC,91678981,2023-04-02,,Penicillin; Sulfa drugs,900-81-8889,E11.9
206922,Yamada,Everett,2/18/74,M,everett.yamada@mail.example.net,Cigna,U3300539,2025-05-14,,Shellfish,900-52-2296,
