Policy Number,Trans Code,Trans Date,Policy Eff Date,Policy Exp Date,LOB Code,Policy Holder Name,Carrier,Bill Type,Premium,Comm Percent,Comm Amount,Producer Code
KC1101453,RWL,2026-06-02,2026-06-12,2027-06-12,Personal Auto,Emeric Adeyemi,Kemwood Casualty,Direct Bill,1688.32,17.5,$295.46,MCL-15
KC7844848,END,2026-06-02,05/31/2026,,PPA,Priya Sandoval,Kemwood Casualty,D,-224.10,.1,-22.41,GBY-06
VN269718219,PCH,2026-06-03,2026-06-03,05/24/2027,PPA,Adaeze Adeyemi,Valebrook National,A,-$151.78,0.15,-$22.77,TRW-08
SFM03944926,Renew,2026-06-04,06/16/2026,2027-06-16,GL,"Boyne Dairy, Inc",STANWICK F&M,Direct Bill,"$62,932.32",.125,7866.54,TRW-02
SFM90244528,Reinstate,2026-06-04,2026-06-06,03/17/2027,General Liability,"Halvorsen Auto Body, Co",Stanwick Fire and Marine,AB,11575.11,.1,1157.51,GBY-06
PI-3744328,Renewal,2026-06-05,2026-06-18,2027-06-18,Gen Liab,"Ferraro Millwork, LLC",Pelham Indemnity Group,Agency Bill,"$13,074.70",15,1961.21,MCL-15
VN385915599,PCH,2026-06-05,2026-06-01,,HOME,Priya Halloran,Valebrook National,DB,314.7,17.5,55.07,TRW-08
SFM17964075,RWL,2026-06-05,2026-06-16,2027-06-16,Gen Liab,RENFRO MACHINE WORKS LTD,Stanwick Fire & Marine,Agency Bill,55008.91,.12,6601.07,MCL-15
VN143773193,PCH,2026-06-07,2026-05-29,,WORKERS COMPENSATION,"Halvorsen Bakery, LLC",VALEBROOK NATL,Agency Bill,"$6,230.74",.15,$934.61,TRW-02
SFM54635331,RWL,2026-06-08,2026-06-08,2027-06-08,Auto,Adaeze Sandoval,STANWICK F&M,D,3324.84,12,398.98,HFN-04
VN370295087,AUD,2026-06-09,2026-03-09,,WC,"Trask Dairy, Corp",Valebrook Nat'l,Agency Bill,"-$8,223.02",20,-1644.6,
SFM71459312,PCH,2026-06-09,2026-06-08,2027-05-19,Comm Umbrella,Tolliver Electrical,Stanwick Fire and Marine,AB,3557.25,12.5,$444.66,MCL-15
VN000167815,Cancellation,2026-06-09,06/06/2026,,CAUTO,"Petrossian Dairy, LLC",Valebrook,AB,-14791.37,.175,"-$2,588.49",MCL-01
VN570156740,Endorsement,2026-06-09,06/02/2026,,Comm Umbrella,"Bramble Haulage, LLC",Valebrook,DB,"-4,315.67",,-539.46,MCL-15
KC2252474,RWL,2026-06-11,2026-06-12,2027-06-12,Gen Liab,Marchetti Foundry,KEMWOOD CAS,AB,17224.59,15,2583.69,GBY-22
SFM00447308,END,2026-06-12,2026-06-11,,Auto,Solveig Halloran,Stanwick Fire & Marine,Direct Bill,40.23,0.15,6.03,
KC3328306,Audit,2026-06-12,2026-02-20,,WORKERS COMPENSATION,"Renfro Excavating, LLC",KEMWOOD CAS,Direct,2813.52,10,281.35,GBY-22
VN570156740,Reinstatement,2026-06-13,2026-06-16,2026-11-06,UMBR,"Bramble Haulage, LLC",Valebrook National,D,10860.06,12.5,"$1,357.51",MCL-15
VN680433614,Premium Audit,2026-06-13,2026-04-01,,Work Comp,"Boyne Millwork, LLC",Valebrook National,DB,960.53,17.5,$168.09,GBY-06
NS-690349,RWL,2026-06-14,2026-06-21,2027-06-21,Commercial Auto,Ferraro Printing,Northgate Specialty,DB,"$42,492.23",10,"4,249.22",
SFM79489914,Renew,2026-06-14,2026-07-01,2027-07-01,CAUTO,"Halvorsen Roofing, Inc",Stanwick F & M,D,21428.12,0.1,"2,142.81",MCL-15
NS-165941,Cancellation,2026-06-15,2026-06-05,,CGL,"Ferraro Dairy, Co",Northgate Specialty,Agency Bill,-9096.79,10,-909.68,MCL-15
NS-327166,Renew,2026-06-15,2026-06-27,2027-06-27,General Liability,Tolliver Machine Works,Northgate Specialty Lines,A,41007.14,17.5,"7,176.25",TRW-02
KC7371443,RWL,2026-06-15,2026-06-28,2027-06-28,CAUTO,"Fairweather Welding, LLC",KEMWOOD CAS,Agency Bill,55955.09,12.5,6994.39,HFN-04
PI-8258609,Endorsement,2026-06-16,2026-06-10,2027-03-07,UMB,"Boyne Landscaping, Co",Pelham Indemnity Group,A,3480.3,10,348.03,MCL-01
SFM32552599,endorsement,2026-06-16,2026-06-09,,WORK,"Petrossian Millwork, LLC",Stanwick Fire & Marine,Agency Bill,"$2,697.51",15,404.63,MCL-15
SFM36750713,XLN,2026-06-17,2026-06-06,,Workers Comp,"Marchetti Cabinetry, Inc",Stanwick Fire and Marine,DB,"-33,371.24",12,-4004.55,GBY-22
NS-448674,Renewal,2026-06-18,2026-06-29,2027-06-29,BAUTO,"Rennick Auto Body, LLC",Northgate Specialty,AGENCY BILL,"86,988.43",15,"13,048.26",GBY-06
VN329113948,Policy Change,2026-06-19,06/10/2026,,Personal Auto,Amara Petrakis,Valebrook National,DB,-$326.90,15,-49.03,MCL-01
VN071133188,Endorsement,2026-06-20,2026-06-15,2027-02-15,CGL,Standish Electrical,Valebrook National,A,3648.44,17.5,638.48,TRW-08
SFM46937492,END,2026-06-20,06/11/2026,2026-08-22,CAUTO,"Marchetti Freight, LLC",Stanwick Fire and Marine,DB,7985.99,10,798.60,TRW-02
VN860746249,PCH,2026-06-21,2026-06-19,2027-05-04,Comm Prop,"Wexler Dairy, Corp",Valebrook National,AB,1812.91,15,271.94,MCL-15
SFM82549307,REW,2026-06-23,2026-06-03,2026-12-02,Auto,Noor Nakagawa,Stanwick Fire & Marine,D,3684.65,0.12,442.16,HFN-11
SFM43975110,PCH,2026-06-26,2026-06-18,2027-06-01,General Liability,"Underhill Auto Body, LLC",STANWICK F&M,DB,"-$5,350.33",0.1,-535.03,TRW-08
KC3897834,PCH,2026-06-26,06/26/2026,2027-01-21,BAUTO,"Wexler Millwork, Co",Kemwood Casualty,Direct Bill,"-6,078.87",0.175,-1063.8,HFN-11
KC5273957,PCH,2026-06-28,2026-06-25,,UMBR,"Ferraro Dairy, Inc",Kemwood Casualty,A,"3,523.53",.15,$528.53,HFN-11
KC3272643,PCH,2026-06-29,2026-06-20,2026-12-16,CAUTO,STANDISH PRODUCE LLC,Kemwood Casualty,AB,512.31,15,$76.85,HFN-04
KC6394210,Endorsement,2026-07-01,06/29/2026,2027-02-23,PAUTO,Noor Lindgren,KEMWOOD CAS,D,$545.17,10,54.52,GBY-22
AM-34421217,Renew,2026-07-02,2026-07-09,07/09/2027,CPROP,"Halvorsen Landscaping, LLC",ARDSLEY MUTUAL INS CO,Direct,17368.78,15,2605.32,GBY-06
KC7642226,RWL,2026-07-02,2026-07-09,2027-07-09,GL,"Ashby Freight, Co",Kemwood Casualty,Agency Bill,20290.72,20,4058.14,MCL-15
KC0823088,PAB,2026-07-03,2026-03-08,,WORK,"Renfro Cabinetry, LLC",Kemwood Casualty,AB,7074.82,12,$848.98,
VN373827030,Cancellation,2026-07-03,2026-06-23,,Comm Prop,"Calloway Landscaping, Inc",VALEBROOK NATL,Agency,"-$13,295.37",15,-1994.31,MCL-15
KC8236963,Endorsement,2026-07-03,2026-07-03,,BAUTO,"Lindqvist Cold Storage, Co",KEMWOOD CAS,A,"2,307.80",12,276.94,HFN-04
KC4296054,REN,2026-07-05,2026-07-13,2027-07-13,PROP,Rennick Freight,Kemwood,DB,3639.34,10,363.93,HFN-04
SFM58385555,PCH,2026-07-06,2026-07-04,,General Liability,"Boyne Millwork, Inc",Stanwick Fire and Marine,AGENCY BILL,"3,501.15",10,350.12,HFN-04
NS-867070,Renewal,2026-07-07,2026-07-10,2027-07-10,Workers Comp,Standish Machine Works,Northgate Specialty,Agency,32833.1,12,3939.97,TRW-08
NS-165941,Reinstate,2026-07-07,2026-06-25,09/02/2026,GL,"Ferraro Dairy, Co",NORTHGATE SPEC,A,9096.79,0.1,$909.68,
AM-44501872,RWL,2026-07-07,2026-07-23,2027-07-23,BAUTO,Standish Plumbing & Heating,Ardsley Mutual Insurance Company,A,64668.66,20,"$12,933.73",TRW-08
KC6309188,Renew,2026-07-08,2026-07-10,2027-07-10,WC,"Arbogast Auto Body, LLC",Kemwood Casualty,Direct Bill,46352.89,15,"$6,952.93",HFN-04
KC3223054,Rewrite,2026-07-09,2026-06-30,2027-06-30,Comm Auto,"Underhill Machine Works, Co",Kemwood Casualty,Agency,39539.95,12.5,4942.49,GBY-22
AM-37211964,PCH,2026-07-12,2026-07-07,2026-10-01,PPA,Osman Aldridge,Ardsley Mutual Insurance Company,Direct Bill,68.04,10,6.80,HFN-11
KC9439020,XLC,2026-07-12,2026-06-30,,WORK,"Tolliver Produce, Ltd",Kemwood Casualty,AB,-28934.15,12,-3472.1,HFN-11
NS-823066,Cancellation,2026-07-13,2026-07-01,,HO3,Vidal Novotny,Northgate Specialty,Agency Bill,-2413.42,.2,-482.68,
KC7461467,PCH,2026-07-13,2026-07-10,,CAUTO,"Boyne Freight, Co",Kemwood Casualty,AGENCY BILL,599.36,10,59.94,TRW-08
SFM06043624,END,2026-07-14,2026-07-12,,WORK,"Kessler Printing, Corp",Stanwick F & M,DB,-1937.46,15,-$290.62,MCL-15
VN385915599,Renewal,2026-07-15,2026-07-20,2027-07-20,HO,Priya Halloran,Valebrook Nat'l,DB,3655.69,0.175,639.75,TRW-08
KC2799797,Endorsement,2026-07-15,2026-07-14,02/25/2027,WC,Halvorsen Printing,Kemwood Casualty Co,D,-2342.56,12,-281.11,GBY-22
PI-9118699,PCH,2026-07-16,07/09/2026,,Comm Prop,"Lindqvist Excavating, Co",Pelham Indemnity Group,Direct,2996.32,12.5,374.54,HFN-11
NS-407380,RWL,2026-07-17,2026-07-23,2027-07-23,Commercial Auto,Boyne Excavating,Northgate Specialty,A,74705.03,15,"$11,205.75",
PI-3926801,END,2026-07-17,2026-07-11,2026-10-02,Gen Liab,KOWALCZYK FREIGHT CORP,PELHAM IND,A,"-$1,274.69",15%,-191.2,HFN-04
VN935476750,PCH,2026-07-18,2026-07-16,,General Liability,"Petrossian Auto Body, Corp",VALEBROOK NATL,A,6630.71,15,994.61,MCL-15
VN570156740,END,2026-07-19,07/10/2026,2026-11-06,UMBR,"Bramble Haulage, LLC",Valebrook National,Direct Bill,"$3,882.40",12.5%,485.30,MCL-15
NS-067119,Renew,2026-07-20,2026-07-28,2027-07-28,Commercial Property,"Marchetti Millwork, Corp",NORTHGATE SPEC,Agency,8266.12,20,1653.22,HFN-11
KC1153023,Renewal,2026-07-22,2026-08-08,2027-08-08,CAUTO,HALVORSEN LANDSCAPING CO,Kemwood Casualty Co,Direct Bill,"40,532.19",12,4863.86,HFN-11
NS-893231,endorsement,2026-07-22,2026-07-15,,CAUTO,"Wexler Excavating, Co",Northgate Specialty Lines,D,-2708.45,10%,-270.84,HFN-04
VN315214209,RWL,2026-07-23,2026-08-08,2027-02-06,HOME,Noor Nakagawa,VALEBROOK NATL,D,1126.91,0.15,169.04,GBY-22
SFM53473615,PCH,2026-07-23,2026-07-19,,CGL,"Trask Millwork, Corp",Stanwick Fire & Marine,Agency,-7295.3,.12,-875.44,TRW-08
VN172181737,Audit,2026-07-25,2026-05-15,,Workers Comp,"Halvorsen Excavating, LLC",Valebrook National,A,15023.35,20,3004.67,GBY-22
VN071133188,Endorsement,2026-07-27,2026-07-19,,GL,Standish Electrical,VALEBROOK NATL,A,2613.75,17.5,457.41,TRW-08
KC9089444,END,2026-07-28,2026-07-28,2027-01-07,WORKERS COMPENSATION,"Boyne Foundry, Inc",Kemwood Casualty,Agency Bill,5327.3,15,799.1,TRW-08
PI-3744328,PCH,2026-07-28,2026-07-23,2027-06-18,CGL,"Ferraro Millwork, LLC",Pelham Indemnity,AB,"-1,732.69",15,-259.9,MCL-15
AM-35923862,END,2026-07-29,2026-07-25,2027-03-02,WORK,Marchetti Produce,ARDSLEY MUTUAL INS CO,DB,-11606.69,20,"-$2,321.34",HFN-11
SFM43701039,Renew,2026-07-30,2026-08-11,2027-08-11,Commercial Auto,"Wexler Electrical, Corp",STANWICK F&M,D,"$81,730.96",15,12259.64,MCL-01
SFM32552599,PCH,2026-08-01,2026-07-31,11/13/2026,WC,"Petrossian Millwork, LLC",Stanwick Fire & Marine,Agency,"$3,023.97",15,453.6,MCL-15
KC5488737,Renew,2026-08-06,2026-08-07,2027-08-07,Commercial Property,"Boyne Millwork, LLC",Kemwood Casualty,A,"$15,625.37",12,1875.04,HFN-11
VN376382480,endorsement,2026-08-07,2026-07-30,2027-03-01,Comm Auto,"Marchetti Millwork, LLC",Valebrook,Agency,"-$7,618.50",12,-914.22,GBY-06
KC6426632,Endorsement,2026-08-07,2026-08-01,,PROP,"Kessler Machine Works, LLC",Kemwood Casualty,Agency Bill,"$3,085.82",12,370.3,HFN-11
NS-178123,Cancellation,2026-08-07,2026-07-26,,General Liability,Fairweather Landscaping,Northgate Specialty,A,-8279.54,10,-827.95,GBY-22
KC8508877,RWL,2026-08-09,08/21/2026,2027-08-21,GL,"Boyne Bakery, Inc",Kemwood Casualty,D,4773.39,,596.67,HFN-04
VN036993785,END,2026-08-09,2026-08-09,2026-11-13,Commercial Property,DELACROIX ROOFING CO,Valebrook Nat'l,Direct Bill,-973.55,15,-146.03,GBY-22
NS-867070,Policy Change,2026-08-10,2026-08-04,2027-07-10,Work Comp,Standish Machine Works,Northgate Specialty,Agency Bill,5474.33,12,656.92,TRW-08
AM-83900656,Audit,2026-08-14,2026-05-27,,WORKERS COMPENSATION,"Rennick Roofing, Corp",ARDSLEY MUTUAL INS CO,A,-1322.4,12,-158.69,MCL-15
VN036993785,Endorsement,2026-08-14,08/10/2026,,Comm Prop,"Delacroix Roofing, Co",Valebrook Nat'l,Direct,833.06,15,124.96,GBY-22
SFM56594751,Cancellation,2026-08-18,2026-08-10,,HO3,Josefa Adeyemi,Stanwick Fire and Marine,AGENCY BILL,-1384.97,15,-207.75,MCL-01
KC6081013,Endorsement,2026-08-18,2026-08-10,2027-05-25,Commercial Auto,"Rennick Roofing, LLC",Kemwood Casualty,D,$274.64,17.5,48.06,HFN-04
SFM81229216,PCH,2026-08-19,08/15/2026,,CGL,"Ashby Roofing, Corp",Stanwick Fire & Marine,A,4784.96,10,478.5,GBY-22
PI-3891445,PCH,2026-08-21,08/14/2026,2026-11-17,CAUTO,"Whitcomb Landscaping, LLC",PELHAM IND,A,-480.27,10,-48.03,HFN-11
SFM92509992,REN,2026-08-22,2026-08-22,2027-08-22,CAUTO,"Rennick Millwork, Inc",Stanwick Fire & Marine,D,"86,060.01",0.12,"10,327.20",MCL-01
VN143773193,PCH,2026-08-23,2026-08-23,2026-11-26,WC,HALVORSEN BAKERY LLC,Valebrook National,Agency Bill,5517.25,15,827.59,TRW-02
SFM54145300,PCH,2026-08-24,2026-08-22,11/18/2026,Comm Auto,"Ferraro Auto Body, Co",Stanwick Fire & Marine,D,"$4,912.28",15,736.84,MCL-15
NS-448674,Endorsement,2026-08-27,2026-08-26,,CAUTO,"Rennick Auto Body, LLC",NORTHGATE SPEC,AB,5906.63,15,885.99,GBY-06
AM-84631931,XLN,2026-08-29,2026-08-20,,CGL,"Bramble Printing, LLC",Ardsley Mutual,Direct,"-33,089.86",15,-4963.48,MCL-01
NS-165941,Renew,2026-08-30,2026-09-02,2027-09-02,CGL,"Ferraro Dairy, Co",Northgate Specialty,AGENCY BILL,39481.2,10,3948.12,MCL-15
SFM81229216,PCH,2026-08-30,08/22/2026,03/02/2027,Gen Liab,"Ashby Roofing, Corp",STANWICK F&M,Agency Bill,9396.34,10,939.63,GBY-22
PI-1529510,Renewal,2026-08-31,2026-09-05,2027-09-05,PAUTO,Osman Nakagawa,Pelham Indemnity,DB,2100.62,15,315.09,GBY-06
VN025350399,Premium Audit,2026-09-02,2026-06-04,,Work Comp,"Ostrander Produce, LLC",Valebrook National,A,"$2,173.17",.12,260.78,MCL-01
NS-178123,Reinstatement,2026-09-03,08/20/2026,2027-06-03,General Liability,Fairweather Landscaping,NORTHGATE SPEC,AB,"8,279.54",0.1,827.95,GBY-22
PI-1726057,Endorsement,2026-09-03,2026-09-02,2026-10-23,General Liability,DUPREE CONTRACTING,Pelham Indemnity,Agency Bill,9795.74,0.12,1175.49,HFN-11
VN269718219,END,2026-09-04,2026-08-29,2027-05-24,Auto,Adaeze Adeyemi,Valebrook National,A,223.39,15,33.51,TRW-08
SFM09679669,REN,2026-09-05,2026-09-13,09/13/2027,WC,"Kowalczyk Plumbing & Heating, LLC",STANWICK F&M,AGENCY BILL,62201.04,17.5%,"10,885.18",MCL-01
NS-867070,PAB,2026-09-08,2026-07-10,,Workers Comp,Standish Machine Works,Northgate Specialty,AGENCY BILL,6277.83,12,753.34,TRW-08
VN935476750,Policy Change,2026-09-08,2026-09-05,2027-03-04,CGL,"Petrossian Auto Body, Corp",Valebrook Nat'l,Agency Bill,-2955.65,15,-443.35,MCL-15
AM-04069281,END,2026-09-09,2026-09-02,2027-03-15,Homeowners,Adaeze Sandoval,Ardsley Mut,DIRECT BILL,361.45,12,43.37,TRW-08
AM-84631931,Reinstate,2026-09-09,09/24/2026,2027-04-17,CGL,"Bramble Printing, LLC",ARDSLEY MUTUAL INS CO,Direct Bill,33089.86,15%,4963.48,MCL-01
KC2799797,XLC,2026-09-09,2026-09-05,,Workers Comp,Halvorsen Printing,Kemwood Casualty,D,"-12,352.97",,"-$1,482.36",GBY-22
NS-696027,Audit,2026-09-09,2026-06-12,,WORK,Lindqvist Contracting,Northgate Specialty,A,"$1,777.67",15,266.65,GBY-22
AM-02158373,PCH,2026-09-13,2026-09-06,2026-09-26,Commercial Property,TOLLIVER CONTRACTING LLC,ARDSLEY MUTUAL INS CO,DIRECT BILL,-11586.86,10,"-1,158.69",TRW-02
PI-2304482,XLC,2026-09-13,2026-09-12,,WC,"Wexler Cold Storage, Inc",PELHAM IND,A,-14047.14,15%,-2107.07,MCL-15
VN551602567,PCH,2026-09-13,2026-09-06,,Umbrella,"Standish Cold Storage, Co",VALEBROOK NATL,A,5902.14,12,708.26,
PI-2527603,PCH,2026-09-14,2026-09-09,,CPROP,DUPREE AUTO BODY,Pelham Indemnity Group,D,-$977.93,15,-146.69,MCL-01
VN028603407,Endorsement,2026-09-15,09/15/2026,2026-11-24,HOME,Malachy Guerrero,VALEBROOK NATL,Direct Bill,-$316.10,17.5,-55.32,HFN-11
PI-9118699,CAN,2026-09-15,2026-09-12,,Commercial Property,"Lindqvist Excavating, Co",Pelham Indemnity Group,Direct,-33635.92,12.5,-4204.49,HFN-11
NS-107783,RWL,2026-09-16,2026-10-04,2027-10-04,Workers Comp,,Northgate Specialty Lines,A,14756.19,15,"$2,213.43",HFN-04
PI-7022799,PCH,2026-09-17,2026-09-10,2026-12-29,HO,Ingrid Thorne,Pelham Indemnity,Agency Bill,-173.03,15,-25.95,TRW-02
SFM56594751,PCH,2026-09-17,2026-09-14,,HO3,Josefa Adeyemi,Stanwick Fire and Marine,A,-90.91,15,-13.64,MCL-01
NS-787130,AUD,2026-09-17,2026-05-31,,Workers Comp,"Halvorsen Electrical, Inc",NORTHGATE SPEC,D,"$9,452.02",10,945.20,GBY-22
AM-41923973,REN,2026-09-18,2026-10-02,2027-10-02,PROP,"Boyne Haulage, LLC",Ardsley Mutual Insurance Company,D,"$13,753.95",12.5,"$1,719.24",GBY-22
KC8236963,END,2026-09-18,2026-09-12,,Comm Auto,"Lindqvist Cold Storage, Co",KEMWOOD CAS,Agency,"-9,130.33",12,"-$1,095.64",HFN-04
PI-3710851,END,2026-09-19,2026-09-16,2027-03-08,Commercial Auto,HALVORSEN MILLWORK CORP,PELHAM IND,A,6036.27,15,905.44,MCL-15
AM-02158373,Renew,2026-09-20,2026-09-26,2027-09-26,Commercial Property,"Tolliver Contracting, LLC",Ardsley Mut,DB,67531.85,0.1,"6,753.19",TRW-02
NS-034052,Endorsement,2026-09-23,2026-09-16,2027-05-20,Umbrella,"Ostrander Produce, Co",Northgate Specialty Lines,A,1477.89,12,177.35,TRW-08
NS-682103,Cancel,2026-09-24,2026-09-14,,Umbrella,"Underhill Bakery, Inc",NORTHGATE SPEC,Agency Bill,"-39,829.62",.15,-5974.44,TRW-08
VN424249654,Endorsement,2026-09-25,2026-09-16,2027-03-31,General Liability,"Bramble Welding, Co",Valebrook,A,1586.32,12,190.36,MCL-01
PI-9967983,END,2026-09-25,2026-09-17,2027-03-06,Gen Liab,Trask Machine Works,Pelham Indemnity,DIRECT BILL,"-$6,127.06",12,-735.25,HFN-11
AM-90977648,Cancellation,2026-09-25,2026-09-13,,Commercial Property,"Ostrander Millwork, Co",Ardsley Mutual,D,-3598.55,15,-539.78,GBY-22
AM-37211964,RWL,2026-09-25,2026-10-01,2027-10-01,Personal Auto,"Aldridge, Osman",Ardsley Mut,Direct Bill,2179.96,10,218,HFN-11
VN315214209,Cancellation,2026-09-26,2026-09-20,,HO3,Noor Nakagawa,Valebrook Nat'l,DB,-860.66,15,-129.10,GBY-22
PI-3926801,Renewal,2026-09-27,2026-10-02,2027-10-02,CGL,"Kowalczyk Freight, Corp",Pelham Ind.,Agency,12552.85,15,1882.93,HFN-04
SFM09635499,XLC,2026-09-27,2026-09-15,,Commercial Auto,"Marchetti Freight, LLC",Stanwick Fire & Marine,Agency Bill,-12471.03,,"-$1,870.65",HFN-04
VN016661244,Renewal,2026-09-28,2026-10-03,2027-10-03,General Liability,"Fairweather Cold Storage, Co",Valebrook,Agency Bill,32577.65,0.125,"$4,072.21",GBY-06
NS-149141,Renewal,2026-10-02,2026-10-12,2027-10-12,CGL,Fairweather Fabrication,Northgate Specialty Lines,D,"$22,885.57",17.5,4004.97,GBY-06
KC5639249,RWL,2026-10-04,2026-10-12,10/12/2027,Work Comp,"Bramble Contracting, Co",Kemwood Casualty Co,AGENCY BILL,"$76,028.25",12.5,"9,503.53",MCL-01
NS-485986,PCH,2026-10-04,2026-09-25,,PPA,Desmond Oyelaran,Northgate Specialty,D,-331.5,12,-39.78,HFN-11
KC8236963,Renew,2026-10-04,2026-10-08,2027-10-08,CAUTO,"Lindqvist Cold Storage, Co",KEMWOOD CAS,A,49795.92,12,"$5,975.51",HFN-04
VN286143612,RWL,2026-10-05,2026-10-15,2027-10-15,PPA,Priya Rasmussen,VALEBROOK NATL,DB,2376.93,12,285.23,
KC2252474,PCH,2026-10-08,10/03/2026,2027-06-12,CGL,Marchetti Foundry,Kemwood Casualty Co,Agency Bill,2460.21,,369.03,GBY-22
PI-8258609,Endorsement,2026-10-10,10/03/2026,2027-03-07,Umbrella,BOYNE LANDSCAPING CO,Pelham Indemnity Group,Agency Bill,879.91,10,87.99,MCL-01
VN028603407,PCH,2026-10-14,2026-10-05,2026-11-24,Homeowners,Malachy Guerrero,Valebrook National,D,-779.63,17.5,-136.44,HFN-11
SFM71459312,END,2026-10-14,10/05/2026,2027-05-19,UMBR,Tolliver Electrical,Stanwick Fire and Marine,Agency,1821.96,12.5%,227.75,MCL-15
PI-0821547,Cancel,2026-10-17,2026-10-14,,Workers Comp,"Bramble Dairy, Corp",Pelham Ind.,D,-2056.53,15%,-308.48,
PI-9685329,Renewal,2026-10-17,2026-10-27,2027-10-27,General Liability,"Dupree Fabrication, LLC",Pelham Indemnity,Agency,5449.93,10,544.99,TRW-08
AM-10696476,Endorsement,2026-10-18,2026-10-15,,Commercial Auto,"Boyne Contracting, Inc",Ardsley Mutual,AB,1340.95,15,201.14,HFN-04
SFM94999848,Policy Change,2026-10-19,10/19/2026,,Commercial Auto,"Boyne Freight, Corp",Stanwick Fire & Marine,DB,4390.28,12,526.83,GBY-22
VN315214209,Reinstatement,2026-10-20,10/09/2026,2027-02-06,HO3,Noor Nakagawa,Valebrook National,Direct,860.66,15,129.1,GBY-22
AM-90977648,REI,2026-10-20,2026-10-22,2027-06-11,Commercial Property,"Ostrander Millwork, Co",ardsley mutual,DIRECT BILL,"$3,598.55",.15,539.78,GBY-22
PI-9118699,Reinstatement,2026-10-20,2026-10-14,2027-02-17,CPROP,"Lindqvist Excavating, Co",PELHAM IND,Direct Bill,"$33,635.92",12.5,4204.49,HFN-11
NS-823066,PCH,2026-10-20,10/19/2026,2027-02-14,Homeowners,Vidal Novotny,Northgate Specialty,AGENCY BILL,371.34,20,$74.27,MCL-01
KC7563931,NRA,2026-10-20,2026-12-06,,CPROP,"Trask Foundry, Inc",Kemwood Casualty,A,0.00,15,0,MCL-15
KC3897834,PCH,2026-10-23,2026-10-21,,CAUTO,"Wexler Millwork, Co",Kemwood Casualty Co,DB,"$1,630.10",17.5,$285.27,
SFM71459312,Endorsement,2026-10-25,2026-10-21,2027-05-19,Umbrella,Tolliver Electrical,STANWICK F&M,AB,9420.99,12.5,1177.62,MCL-15
PI-4496495,END,2026-10-26,2026-10-21,,WC,"Fairweather Plumbing & Heating, Co",Pelham Indemnity,Direct,7821.76,0.125,977.72,TRW-02
AM-72563690,PCH,2026-10-26,2026-10-23,,Umbrella,"Kessler Roofing, LLC",ARDSLEY MUTUAL INS CO,A,1309.61,12,157.15,TRW-08
NS-067119,END,2026-11-03,10/29/2026,,Comm Prop,MARCHETTI MILLWORK CORP,Northgate Specialty,A,-$435.36,20,-87.07,HFN-11
KC5273957,PCH,2026-11-04,2026-11-03,2027-03-14,UMBR,"Ferraro Dairy, Inc",Kemwood Casualty Co,A,"$4,282.56",15,642.38,HFN-11
PI-3210456,RWL,2026-11-05,2026-11-23,11/23/2027,HOME,Rutger Petrakis,PELHAM IND,Direct Bill,"1,982.69",15,297.4,TRW-08
AM-69651506,Renewal,2026-11-06,2026-11-19,2027-11-19,HOME,Yolanda Guerrero,Ardsley Mutual,Direct Bill,"$5,056.03",17.5,884.81,TRW-02
SFM94999848,Endorsement,2026-11-06,2026-11-02,,BAUTO,"Boyne Freight, Corp",Stanwick Fire & Marine,Direct Bill,-2999,12,-359.88,GBY-22
NS-067119,Policy Change,2026-11-09,2026-11-01,2027-07-28,Comm Prop,"Marchetti Millwork, Corp",NORTHGATE SPEC,AB,$899.84,20,179.97,HFN-11
VN451339954,Audit,2026-11-11,2026-09-10,,WORK,"Whitcomb Bakery, LLC",VALEBROOK NATL,Direct Bill,9044.47,15,1356.67,TRW-02
KC7371443,PCH,2026-11-11,2026-11-02,,Commercial Auto,"Fairweather Welding, LLC",Kemwood Casualty,AB,2740.84,12.5,342.61,
VN036993785,RWL,2026-11-13,2026-11-13,11/13/2027,Comm Prop,"Delacroix Roofing, Co",Valebrook Nat'l,D,6047.32,.15,907.1,GBY-22
KC4296054,PCH,2026-11-14,2026-11-11,07/13/2027,Comm Prop,Rennick Freight,Kemwood Casualty Co,Direct,436.85,10,43.69,HFN-04
VN676217673,PCH,2026-11-14,2026-11-13,,CAUTO,BOYNE HAULAGE CO,Valebrook,D,436.99,12,52.44,MCL-15
VN197290074,REN,2026-11-14,11/29/2026,11/29/2027,CGL,RENNICK PRINTING INC,Valebrook Nat'l,A,"$68,159.21",15,10223.88,TRW-02
NS-795288,CAN,2026-11-19,2026-11-09,,WORKERS COMPENSATION,Dupree Excavating,Northgate Specialty,DIRECT BILL,"-12,585.63",12,-1510.28,HFN-04
VN252744419,Audit,2026-11-22,2026-09-13,,WORK,Fairweather Cabinetry,Valebrook National,Direct Bill,-6082.77,0.2,-1216.55,MCL-15
KC4965333,RWL,2026-11-23,12/04/2026,2027-12-04,CGL,"Underhill Landscaping, Corp",KEMWOOD CAS,Agency Bill,21433.55,10,2143.36,GBY-06
NS-851871,REW,2026-11-23,11/22/2026,2027-11-22,Work Comp,"Ashby Haulage, LLC",Northgate Specialty,AGENCY BILL,15651.59,10,1565.16,
PI-9967983,PCH,2026-11-24,2026-11-20,,GL,Trask Machine Works,Pelham Indemnity,Direct Bill,"5,279.91",12,633.59,HFN-11
